Desired angle	Error angle	Angle	Position	Average angle velocity	Average rail velocity	Motor output	Time
11.31	6.31	5.00	-3926	0.1666666667	-16.8444444444	255.00	281
11.54	5.54	6.00	-4093	0.1555555556	-16.8000000000	255.00	291
11.75	3.75	8.00	-4254	0.1555555556	-16.7444444444	225.00	301
12.27	2.27	10.00	-4424	0.1555555556	-16.7666666667	177.00	311
12.48	0.48	12.00	-4587	0.1555555556	-16.7444444444	120.00	321
12.67	-1.33	14.00	-4746	0.1666666667	-16.6555555556	-130.00	331
12.83	-4.17	17.00	-4896	0.1777777778	-16.4666666667	-255.00	341
12.72	-5.28	18.00	-5028	0.1777777778	-16.0555555556	-205.00	351
10.87	-10.13	21.00	-5062	0.2000000000	-14.5666666667	-255.00	361
9.34	-9.66	19.00	-5024	0.1555555556	-12.2444444444	-172.00	371
8.52	-6.48	15.00	-4953	0.1000000000	-9.6000000000	251.00	381
8.02	-6.98	15.00	-4866	0.0777777778	-6.8444444444	-255.00	391
9.68	-3.32	13.00	-4863	0.0333333333	-4.9111111111	177.00	401
9.27	-4.73	14.00	-4841	0.0222222222	-2.8444444444	-255.00	411
9.54	-4.46	14.00	-4833	0.0000000000	-1.0000000000	-221.00	421
8.27	-5.73	14.00	-4767	-0.0333333333	1.4000000000	-255.00	431
7.59	-4.41	12.00	-4676	-0.0666666667	3.8666666667	-95.00	441
7.03	-1.97	9.00	-4569	-0.1333333333	5.4555555556	241.00	451
6.71	-1.29	8.00	-4458	-0.1222222222	6.2888888889	110.00	461
8.07	3.07	5.00	-4419	-0.1111111111	5.9444444444	255.00	471
8.83	2.83	6.00	-4418	-0.1000000000	5.0000000000	108.00	481
9.79	1.79	8.00	-4460	-0.0555555556	4.4888888889	-184.00	491
9.90	0.90	9.00	-4502	-0.0555555556	3.7666666667	-136.00	501
9.59	-0.41	10.00	-4527	-0.0444444444	3.4000000000	-179.00	511
8.94	-1.06	10.00	-4520	-0.0444444444	2.7555555556	-128.00	521
8.64	-0.36	9.00	-4500	-0.0333333333	1.9777777778	157.00	531
8.46	0.46	8.00	-4474	-0.0111111111	1.0777777778	185.00	541
8.72	0.72	8.00	-4462	0.0000000000	-0.0333333333	120.00	551
9.12	0.12	9.00	-4469	0.0444444444	-0.5555555556	-162.00	561
9.42	-0.58	10.00	-4489	0.0444444444	-0.8000000000	-186.00	571
9.41	-0.59	10.00	-4507	0.0222222222	-0.5333333333	-113.00	581
8.94	-1.06	10.00	-4502	0.0111111111	0.0000000000	-130.00	591
8.49	-1.51	10.00	-4476	0.0000000000	0.5555555556	-149.00	601
8.36	-1.64	10.00	-4448	0.0000000000	0.8000000000	-157.00	611
8.28	-1.72	10.00	-4418	0.0111111111	0.9111111111	-164.00	621
8.11	-1.89	10.00	-4382	0.0222222222	1.0111111111	-174.00	631
7.82	-1.18	9.00	-4337	0.0111111111	1.3777777778	108.00	641
7.79	-1.21	9.00	-4296	0.0000000000	1.9222222222	-159.00	651
7.86	-1.14	9.00	-4260	-0.0111111111	2.5333333333	-159.00	661
7.64	-0.36	8.00	-4218	-0.0222222222	3.2000000000	128.00	671
7.60	-0.40	8.00	-4179	-0.0222222222	3.5888888889	-138.00	681
7.70	-0.30	8.00	-4147	-0.0222222222	3.6666666667	-135.00	691
7.61	-0.39	8.00	-4114	-0.0222222222	3.7111111111	-139.00	701
7.41	-0.59	8.00	-4074	-0.0222222222	3.8111111111	-147.00	711
7.29	-0.71	8.00	-4034	-0.0222222222	3.8777777778	-152.00	721
7.17	-0.83	8.00	-3990	-0.0111111111	3.8555555556	-159.00	731
6.97	-1.03	8.00	-3943	-0.0111111111	3.9222222222	-167.00	741
6.81	-1.19	8.00	-3891	-0.0111111111	4.1000000000	-175.00	751
6.64	-1.36	8.00	-3837	0.0000000000	4.2333333333	-184.00	761
6.38	-0.62	7.00	-3776	-0.0111111111	4.4666666667	101.00	771
6.32	-0.68	7.00	-3718	-0.0111111111	4.7555555556	-166.00	781
6.34	-1.66	8.00	-3666	0.0000000000	4.9666666667	-255.00	791
5.97	-2.03	8.00	-3601	0.0000000000	5.2444444444	-219.00	801
5.19	-2.81	8.00	-3508	0.0000000000	5.8333333333	-251.00	811
4.69	-2.31	7.00	-3399	-0.0111111111	6.5555555556	-166.00	821
4.34	-1.66	6.00	-3285	-0.0222222222	7.2888888889	-149.00	831
4.16	-1.84	6.00	-3173	-0.0222222222	7.9666666667	-234.00	841
3.87	-0.13	4.00	-3058	-0.0444444444	8.6444444444	158.00	851
3.81	0.81	3.00	-2951	-0.0444444444	9.1555555556	115.00	861
4.22	1.22	3.00	-2873	-0.0444444444	9.3888888889	-132.00	871
4.63	1.63	3.00	-2820	-0.0555555556	9.4000000000	-115.00	881
4.61	1.61	3.00	-2771	-0.0555555556	9.2333333333	-111.00	891
4.19	2.19	2.00	-2707	-0.0666666667	8.9000000000	176.00	901
4.19	2.19	2.00	-2649	-0.0555555556	8.3444444444	107.00	911
4.43	2.43	2.00	-2608	-0.0444444444	7.5444444444	121.00	921
4.98	1.98	3.00	-2595	-0.0333333333	6.4444444444	-152.00	931
5.13	2.13	3.00	-2590	-0.0111111111	5.2222222222	122.00	941
5.21	1.21	4.00	-2589	0.0111111111	4.0444444444	-168.00	951
5.08	1.08	4.00	-2582	0.0111111111	3.2444444444	-95.00	961
4.93	-0.07	5.00	-2568	0.0222222222	2.8000000000	-206.00	971
4.75	-0.25	5.00	-2549	0.0222222222	2.4777777778	-138.00	981
4.27	-1.73	6.00	-2509	0.0444444444	2.2111111111	-255.00	991
3.77	-2.23	6.00	-2449	0.0444444444	2.2222222222	-211.00	1001
2.99	-2.01	5.00	-2359	0.0333333333	2.7444444444	-135.00	1011
2.77	-1.23	4.00	-2268	0.0111111111	3.6111111111	-113.00	1021
2.64	-0.36	3.00	-2179	0.0000000000	4.5444444444	103.00	1031
2.66	-0.34	3.00	-2099	-0.0111111111	5.4222222222	-161.00	1041
2.58	0.58	2.00	-2024	-0.0222222222	6.1888888889	133.00	1051
2.54	0.54	2.00	-1953	-0.0333333333	6.8333333333	-130.00	1061
2.71	0.71	2.00	-1896	-0.0333333333	7.2444444444	-123.00	1071
2.62	-0.38	3.00	-1840	-0.0333333333	7.4222222222	-233.00	1081
2.33	-0.67	3.00	-1775	-0.0333333333	7.4777777778	-169.00	1091
1.72	-1.28	3.00	-1689	-0.0222222222	7.4444444444	-192.00	1101
1.61	-1.39	3.00	-1607	-0.0111111111	7.3555555556	-199.00	1111
1.42	-1.58	3.00	-1523	0.0000000000	7.3000000000	-209.00	1121
1.15	-1.85	3.00	-1434	0.0000000000	7.4000000000	-223.00	1131
0.79	-1.21	2.00	-1336	0.0000000000	7.6333333333	-130.00	1141
0.55	-1.45	2.00	-1237	0.0000000000	7.9444444444	-216.00	1151
0.22	-1.78	2.00	-1132	0.0000000000	8.4777777778	-231.00	1161
0.01	-1.99	2.00	-1027	-0.0111111111	9.0222222222	-243.00	1171
-0.35	-1.35	1.00	-915	-0.0222222222	9.5555555556	-152.00	1181
-0.86	-0.86	0.00	-790	-0.0333333333	9.9888888889	-138.00	1191
-1.02	-0.02	-1.00	-669	-0.0444444444	10.4111111111	-111.00	1201
-1.13	0.87	-2.00	-554	-0.0555555556	10.7555555556	108.00	1211
-1.21	2.79	-4.00	-446	-0.0777777778	10.9666666667	251.00	1221
-1.16	2.84	-4.00	-351	-0.0666666667	10.9555555556	110.00	1231
-0.27	4.73	-5.00	-305	-0.0777777778	10.3777777778	255.00	1241
0.78	5.78	-5.00	-310	-0.0777777778	9.1555555556	231.00	1251
1.80	3.80	-2.00	-362	-0.0444444444	7.4222222222	-235.00	1261
2.30	2.30	0.00	-431	-0.0111111111	5.4111111111	-202.00	1271
1.33	-2.67	4.00	-449	0.0444444444	3.8111111111	-255.00	1281
-0.19	-4.19	4.00	-396	0.0555555556	3.0444444444	-255.00	1291
-1.02	-2.02	1.00	-310	0.0333333333	2.7111111111	199.00	1301
-1.50	0.50	-2.00	-212	0.0222222222	2.6111111111	255.00	1311
-0.68	2.32	-3.00	-161	0.0111111111	2.1333333333	195.00	1321
1.01	3.01	-2.00	-190	0.0333333333	1.2888888889	-113.00	1331
1.20	-0.80	2.00	-224	0.0777777778	0.9555555556	-255.00	1341
1.47	-4.53	6.00	-268	0.0888888889	1.0333333333	-255.00	1351
-0.07	-7.07	7.00	-236	0.0777777778	2.1333333333	-255.00	1361
-1.58	-7.58	6.00	-141	0.0222222222	3.4111111111	-255.00	1371
-2.08	-3.08	1.00	-30	-0.0333333333	4.0555555556	255.00	1381
-2.63	-1.63	-1.00	95	-0.0222222222	4.5000000000	-100.00	1391
-1.67	0.33	-2.00	164	0.0000000000	4.1777777778	-111.00	1401
-0.93	-1.93	1.00	194	0.0444444444	3.9222222222	-255.00	1411
-1.17	-5.17	4.00	231	0.0666666667	4.6666666667	-255.00	1421
-1.99	-6.99	5.00	305	0.0333333333	5.8555555556	-255.00	1431
-3.32	-6.32	3.00	432	-0.0333333333	7.7444444444	-255.00	1441
-3.75	-4.75	1.00	566	-0.0666666667	8.9000000000	-255.00	1451
-4.24	-5.24	1.00	709	-0.0555555556	9.4333333333	-255.00	1461
-4.53	-5.53	1.00	853	0.0000000000	9.8111111111	-255.00	1471
-5.08	-3.08	-2.00	1011	-0.0111111111	10.1555555556	-128.00	1481
-5.41	-3.41	-2.00	1167	0.0000000000	11.1222222222	-255.00	1491
-5.66	-2.66	-3.00	1321	-0.0444444444	12.5000000000	-255.00	1501
-6.06	-1.06	-5.00	1479	-0.1000000000	13.8333333333	-138.00	1511
-6.39	0.61	-7.00	1638	-0.1333333333	14.8000000000	105.00	1521
-6.49	1.51	-8.00	1786	-0.1222222222	15.0555555556	-126.00	1531
-6.33	2.67	-9.00	1915	-0.1111111111	14.9888888889	106.00	1541
-6.17	3.83	-10.00	2023	-0.1222222222	14.6000000000	153.00	1551
-5.99	5.01	-11.00	2113	-0.1333333333	14.0111111111	204.00	1561
-5.78	4.22	-10.00	2186	-0.0888888889	13.0888888889	-148.00	1571
-5.00	6.00	-11.00	2216	-0.1000000000	11.6888888889	255.00	1581
-4.44	5.56	-10.00	2218	-0.0777777778	10.0111111111	112.00	1591
-3.70	4.30	-8.00	2187	-0.0333333333	7.9111111111	-180.00	1601
-3.53	4.47	-8.00	2152	-0.0111111111	5.7444444444	174.00	1611
-3.77	2.23	-6.00	2130	0.0222222222	3.8444444444	-229.00	1621
-4.14	1.86	-6.00	2128	0.0333333333	2.3888888889	101.00	1631
-4.58	1.42	-6.00	2145	0.0444444444	1.3666666667	-98.00	1641
-4.79	1.21	-6.00	2170	0.0555555556	0.6333333333	-101.00	1651
-4.81	1.19	-6.00	2193	0.0444444444	0.0888888889	-100.00	1661
-4.75	0.25	-5.00	2212	0.0666666667	-0.0444444444	-204.00	1671
-5.05	-0.05	-5.00	2244	0.0555555556	0.2666666667	-138.00	1681
-5.47	-0.47	-5.00	2291	0.0333333333	1.1333333333	-153.00	1691
-5.63	-0.63	-5.00	2341	0.0333333333	2.0888888889	-160.00	1701
-5.73	-0.73	-5.00	2391	0.0111111111	2.8888888889	-165.00	1711
-5.94	-0.94	-5.00	2447	0.0111111111	3.5333333333	-174.00	1721
-6.18	-1.18	-5.00	2507	0.0111111111	4.0222222222	-185.00	1731
-6.39	-0.39	-6.00	2572	0.0000000000	4.4666666667	103.00	1741
-6.43	-0.43	-6.00	2633	0.0000000000	4.8777777778	-163.00	1751
-6.40	-0.40	-6.00	2687	-0.0111111111	5.2666666667	-163.00	1761
-6.58	-0.58	-6.00	2744	-0.0111111111	5.5555555556	-170.00	1771
-6.84	-0.84	-6.00	2808	-0.0111111111	5.7444444444	-180.00	1781
-7.02	-0.02	-7.00	2874	-0.0222222222	5.9222222222	109.00	1791
-7.00	0.00	-7.00	2933	-0.0222222222	6.0222222222	-153.00	1801
-7.03	-0.03	-7.00	2988	-0.0222222222	6.0222222222	-155.00	1811
-7.20	0.80	-8.00	3046	-0.0333333333	5.9888888889	137.00	1821
-7.23	0.77	-8.00	3099	-0.0222222222	5.8666666667	-125.00	1831
-7.01	0.99	-8.00	3138	-0.0222222222	5.6222222222	-115.00	1841
-7.06	0.94	-8.00	3177	-0.0222222222	5.4444444444	-115.00	1851
-7.25	1.75	-9.00	3219	-0.0333333333	5.2888888889	179.00	1861
-7.25	1.75	-9.00	3258	-0.0333333333	5.0111111111	108.00	1871
-6.80	2.20	-9.00	3273	-0.0222222222	4.4444444444	128.00	1881
-6.48	2.52	-9.00	3272	-0.0222222222	3.7777777778	145.00	1891
-6.34	2.66	-9.00	3265	-0.0222222222	3.0888888889	156.00	1901
-6.15	1.85	-8.00	3250	0.0000000000	2.2777777778	-128.00	1911
-6.13	1.87	-8.00	3235	0.0000000000	1.5111111111	140.00	1921
-6.12	1.88	-8.00	3220	0.0000000000	0.9222222222	145.00	1931
-6.22	1.78	-8.00	3213	0.0000000000	0.4111111111	147.00	1941
-6.12	0.88	-7.00	3201	0.0222222222	-0.2000000000	-143.00	1951
-5.94	1.06	-7.00	3182	0.0222222222	-0.8444444444	128.00	1961
-5.99	0.01	-6.00	3167	0.0333333333	-1.1777777778	-168.00	1971
-6.00	-0.00	-6.00	3154	0.0333333333	-1.3111111111	95.00	1981
-6.22	-0.22	-6.00	3152	0.0333333333	-1.2555555556	-101.00	1991
-6.26	-0.26	-6.00	3152	0.0222222222	-1.0888888889	-103.00	2001
-6.31	-0.31	-6.00	3154	0.0222222222	-0.9000000000	-105.00	2011
-6.31	-0.31	-6.00	3156	0.0222222222	-0.7222222222	-106.00	2021
-6.36	-0.36	-6.00	3160	0.0222222222	-0.5888888889	-109.00	2031
-6.50	-0.50	-6.00	3170	0.0111111111	-0.3444444444	-115.00	2041
-6.59	-0.59	-6.00	3183	0.0111111111	0.0111111111	-119.00	2051
-6.70	0.30	-7.00	3201	-0.0111111111	0.3666666667	174.00	2061
-6.67	0.33	-7.00	3214	-0.0111111111	0.6666666667	101.00	2071
-6.41	0.59	-7.00	3215	-0.0111111111	0.7000000000	110.00	2081
-6.10	0.90	-7.00	3202	-0.0111111111	0.5555555556	122.00	2091
-5.99	1.01	-7.00	3185	-0.0111111111	0.3444444444	128.00	2101
-5.91	1.09	-7.00	3166	-0.0111111111	0.1111111111	134.00	2111
-5.79	1.21	-7.00	3142	-0.0111111111	-0.1888888889	141.00	2121
-5.65	0.35	-6.00	3116	0.0000000000	-0.6000000000	-149.00	2131
-5.67	0.33	-6.00	3091	0.0000000000	-1.0111111111	115.00	2141
-5.84	0.16	-6.00	3077	0.0111111111	-1.3555555556	110.00	2151
-5.74	0.26	-6.00	3061	0.0111111111	-1.7000000000	113.00	2161
-5.67	0.33	-6.00	3041	0.0111111111	-1.9222222222	116.00	2171
-5.59	0.41	-6.00	3020	0.0111111111	-2.0111111111	120.00	2181
-5.54	1.46	-7.00	2999	0.0000000000	-2.0555555556	232.00	2191
-5.19	0.81	-6.00	2965	0.0111111111	-2.2333333333	-125.00	2201
-4.79	1.21	-6.00	2914	0.0111111111	-2.5333333333	154.00	2211
-4.83	1.17	-6.00	2870	0.0000000000	-2.7222222222	156.00	2221
-4.78	1.22	-6.00	2829	0.0000000000	-2.9222222222	160.00	2231
-4.52	1.48	-6.00	2778	0.0000000000	-3.3222222222	173.00	2241
-4.25	0.75	-5.00	2720	0.0111111111	-3.7777777778	-111.00	2251
-4.31	0.69	-5.00	2670	0.0111111111	-4.1222222222	151.00	2261
-4.36	0.64	-5.00	2627	0.0111111111	-4.3666666667	151.00	2271
-4.12	0.88	-5.00	2577	0.0222222222	-4.6888888889	161.00	2281
-3.96	1.04	-5.00	2524	0.0111111111	-4.8888888889	169.00	2291
-3.74	0.26	-4.00	2466	0.0222222222	-4.9777777778	-118.00	2301
-3.78	0.22	-4.00	2415	0.0222222222	-5.0555555556	144.00	2311
-3.74	0.26	-4.00	2367	0.0222222222	-5.1222222222	145.00	2321
-3.63	0.37	-4.00	2318	0.0222222222	-5.1111111111	150.00	2331
-3.42	-0.42	-3.00	2263	0.0222222222	-5.0666666667	-139.00	2341
-3.35	-0.35	-3.00	2212	0.0222222222	-5.0888888889	125.00	2351
-3.49	-0.49	-3.00	2172	0.0222222222	-5.0666666667	120.00	2361
-3.59	-0.59	-3.00	2138	0.0222222222	-4.8777777778	115.00	2371
-3.37	-0.37	-3.00	2098	0.0222222222	-4.7333333333	121.00	2381
-3.20	-0.20	-3.00	2054	0.0111111111	-4.5777777778	126.00	2391
-3.13	-1.13	-2.00	2011	0.0222222222	-4.4888888889	-170.00	2401
-3.29	-1.29	-2.00	1979	0.0222222222	-4.3111111111	-103.00	2411
-3.42	-0.42	-3.00	1956	0.0111111111	-4.0222222222	186.00	2421
-3.73	-0.73	-3.00	1950	0.0000000000	-3.5000000000	100.00	2431
-3.69	0.31	-4.00	1941	-0.0111111111	-3.0111111111	209.00	2441
-3.08	-0.08	-3.00	1906	0.0000000000	-2.9444444444	-142.00	2451
-2.84	0.16	-3.00	1863	0.0000000000	-3.0555555556	130.00	2461
-2.84	0.16	-3.00	1825	0.0000000000	-3.0444444444	130.00	2471
-3.22	0.78	-4.00	1806	-0.0111111111	-2.7555555556	226.00	2481
-2.66	0.34	-3.00	1764	-0.0111111111	-2.7444444444	-125.00	2491
-2.29	0.71	-3.00	1709	-0.0111111111	-3.0000000000	152.00	2501
-2.22	0.78	-3.00	1656	0.0000000000	-3.3333333333	156.00	2511
-2.40	0.60	-3.00	1616	0.0000000000	-3.7000000000	152.00	2521
-2.06	0.94	-3.00	1564	0.0111111111	-4.1888888889	165.00	2531
-1.85	1.15	-3.00	1507	0.0000000000	-4.4333333333	175.00	2541
-1.76	0.24	-2.00	1451	0.0111111111	-4.5777777778	-116.00	2551
-1.60	0.40	-2.00	1394	0.0111111111	-4.7888888889	152.00	2561
-1.73	0.27	-2.00	1346	0.0222222222	-5.1111111111	149.00	2571
-1.48	0.52	-2.00	1292	0.0111111111	-5.2444444444	159.00	2581
-1.33	0.67	-2.00	1236	0.0111111111	-5.2555555556	165.00	2591
-1.08	-0.08	-1.00	1174	0.0222222222	-5.3555555556	-123.00	2601
-1.09	-0.09	-1.00	1119	0.0222222222	-5.5333333333	140.00	2611
-1.24	-0.24	-1.00	1074	0.0222222222	-5.4444444444	135.00	2621
-1.00	1.00	-2.00	1023	0.0111111111	-5.3777777778	251.00	2631
-0.66	1.34	-2.00	961	0.0000000000	-5.4444444444	191.00	2641
-0.07	1.93	-2.00	877	0.0000000000	-5.7222222222	215.00	2651
0.18	0.18	0.00	791	0.0222222222	-6.1666666667	-179.00	2661
0.38	0.38	0.00	703	0.0222222222	-6.5444444444	167.00	2671
-0.04	-1.04	1.00	642	0.0333333333	-6.6000000000	-145.00	2681
-0.44	-0.44	0.00	605	0.0111111111	-6.3222222222	211.00	2691
-0.63	0.37	-1.00	581	0.0000000000	-5.9777777778	238.00	2701
-0.17	1.83	-2.00	535	-0.0111111111	-5.9777777778	255.00	2711
0.98	1.98	-1.00	443	0.0111111111	-6.4333333333	150.00	2721
1.51	1.51	0.00	336	0.0222222222	-6.9444444444	139.00	2731
1.68	0.68	1.00	229	0.0333333333	-7.2000000000	114.00	2741
1.70	0.70	1.00	132	0.0111111111	-7.3111111111	191.00	2751
2.11	-0.89	3.00	26	0.0333333333	-7.5222222222	-200.00	2761
2.00	-1.00	3.00	-66	0.0222222222	-7.8666666667	132.00	2771
1.65	-2.35	4.00	-134	0.0444444444	-8.2111111111	-180.00	2781
1.13	-2.87	4.00	-171	0.0555555556	-8.3555555556	-130.00	2791
0.57	-2.43	3.00	-180	0.0555555556	-7.9666666667	142.00	2801
0.26	-1.74	2.00	-174	0.0333333333	-6.8777777778	159.00	2811
0.20	-0.80	1.00	-166	0.0111111111	-5.5888888889	187.00	2821
0.62	-0.38	1.00	-179	0.0000000000	-4.5444444444	125.00	2831
1.15	0.15	1.00	-213	0.0000000000	-3.8555555556	142.00	2841
1.29	0.29	1.00	-252	-0.0222222222	-3.0888888889	147.00	2851
1.37	0.37	1.00	-289	-0.0222222222	-2.4888888889	151.00	2861
1.46	0.46	1.00	-329	-0.0333333333	-2.1666666667	155.00	2871
1.74	0.74	1.00	-377	-0.0333333333	-2.2777777778	166.00	2881
1.79	0.79	1.00	-423	-0.0222222222	-2.6888888889	170.00	2891
2.04	1.04	1.00	-476	-0.0111111111	-3.3444444444	180.00	2901
2.23	1.23	1.00	-533	0.0000000000	-4.0666666667	189.00	2911
2.43	1.43	1.00	-594	0.0000000000	-4.6111111111	199.00	2921
2.62	0.62	2.00	-659	0.0111111111	-4.9333333333	100.00	2931
2.93	0.93	2.00	-730	0.0111111111	-5.3111111111	187.00	2941
3.05	1.05	2.00	-801	0.0111111111	-5.6777777778	194.00	2951
3.30	0.30	3.00	-877	0.0222222222	-6.0888888889	96.00	2961
3.43	0.43	3.00	-953	0.0222222222	-6.3888888889	175.00	2971
3.62	0.62	3.00	-1030	0.0222222222	-6.7333333333	184.00	2981
3.87	-0.13	4.00	-1110	0.0333333333	-7.0444444444	-104.00	2991
3.94	-0.06	4.00	-1187	0.0333333333	-7.2666666667	161.00	3001
3.92	-1.08	5.00	-1256	0.0444444444	-7.3555555556	-137.00	3011
4.03	-0.97	5.00	-1324	0.0333333333	-7.4000000000	127.00	3021
3.88	-1.12	5.00	-1379	0.0333333333	-7.2111111111	120.00	3031
3.75	-1.25	5.00	-1423	0.0333333333	-6.9111111111	112.00	3041
3.93	-0.07	4.00	-1471	0.0111111111	-6.6000000000	224.00	3051
4.27	-0.73	5.00	-1530	0.0222222222	-6.4222222222	-137.00	3061
4.52	-1.48	6.00	-1596	0.0333333333	-6.2888888889	-164.00	3071
4.47	-1.53	6.00	-1652	0.0222222222	-6.0222222222	-95.00	3081
4.06	-1.94	6.00	-1684	0.0222222222	-5.5333333333	-113.00	3091
3.60	-2.40	6.00	-1693	0.0111111111	-4.8666666667	-134.00	3101
3.39	-1.61	5.00	-1691	0.0000000000	-4.1000000000	150.00	3111
3.28	-0.72	4.00	-1686	-0.0111111111	-3.4222222222	177.00	3121
3.42	-0.58	4.00	-1687	-0.0111111111	-2.9444444444	105.00	3131
3.54	-0.46	4.00	-1693	0.0000000000	-2.4777777778	108.00	3141
3.88	0.88	3.00	-1715	-0.0222222222	-2.0555555556	228.00	3151
4.23	1.23	3.00	-1750	-0.0333333333	-1.7222222222	167.00	3161
4.78	0.78	4.00	-1807	-0.0222222222	-1.7222222222	-108.00	3171
4.83	0.83	4.00	-1861	-0.0222222222	-1.9555555556	159.00	3181
4.74	0.74	4.00	-1905	-0.0222222222	-2.3555555556	158.00	3191
4.92	0.92	4.00	-1955	-0.0111111111	-2.9111111111	166.00	3201
5.22	0.22	5.00	-2013	0.0111111111	-3.6222222222	-119.00	3211
5.22	-0.78	6.00	-2065	0.0222222222	-4.2000000000	-153.00	3221
5.00	-0.00	5.00	-2104	0.0111111111	-4.5555555556	209.00	3231
4.83	-0.17	5.00	-2131	0.0222222222	-4.6222222222	129.00	3241
5.22	0.22	5.00	-2173	0.0222222222	-4.7000000000	142.00	3251
5.50	-0.50	6.00	-2223	0.0222222222	-4.6333333333	-145.00	3261
5.67	-0.33	6.00	-2278	0.0222222222	-4.6333333333	122.00	3271
5.42	-1.58	7.00	-2316	0.0333333333	-4.5555555556	-185.00	3281
5.10	-1.90	7.00	-2335	0.0333333333	-4.2333333333	-125.00	3291
4.84	-1.16	6.00	-2341	0.0111111111	-3.6555555556	159.00	3301
4.54	-1.46	6.00	-2333	0.0000000000	-2.9777777778	-118.00	3311
4.55	-1.45	6.00	-2326	0.0111111111	-2.4777777778	-121.00	3321
4.58	-0.42	5.00	-2321	0.0000000000	-2.1222222222	174.00	3331
4.70	-0.30	5.00	-2322	0.0000000000	-1.6666666667	102.00	3341
4.81	-0.19	5.00	-2328	-0.0111111111	-1.1666666667	105.00	3351
5.02	0.02	5.00	-2343	-0.0111111111	-0.7333333333	112.00	3361
5.14	0.14	5.00	-2362	-0.0222222222	-0.5222222222	116.00	3371
5.22	0.22	5.00	-2384	-0.0222222222	-0.5333333333	120.00	3381
5.33	0.33	5.00	-2408	-0.0111111111	-0.7333333333	124.00	3391
5.42	0.42	5.00	-2434	-0.0111111111	-1.1111111111	128.00	3401
5.58	-0.42	6.00	-2464	0.0000000000	-1.5333333333	-163.00	3411
5.49	-0.51	6.00	-2488	0.0111111111	-1.8555555556	96.00	3421
5.34	-0.66	6.00	-2503	0.0111111111	-2.0111111111	-99.00	3431
5.06	-0.94	6.00	-2504	0.0111111111	-1.9555555556	-110.00	3441
5.05	-0.95	6.00	-2504	0.0111111111	-1.7888888889	-113.00	3451
5.02	-0.98	6.00	-2503	0.0111111111	-1.5666666667	-116.00	3461
5.02	-0.98	6.00	-2502	0.0111111111	-1.3222222222	-119.00	3471
4.89	-0.11	5.00	-2495	0.0000000000	-0.9777777778	172.00	3481
4.76	-0.24	5.00	-2483	0.0000000000	-0.5555555556	-96.00	3491
4.89	-0.11	5.00	-2478	-0.0111111111	-0.1555555556	96.00	3501
5.08	0.08	5.00	-2482	-0.0111111111	0.0666666667	102.00	3511
5.18	0.18	5.00	-2490	-0.0111111111	0.1444444444	106.00	3521
5.24	0.24	5.00	-2500	-0.0111111111	0.0444444444	108.00	3531
5.33	0.33	5.00	-2513	-0.0111111111	-0.1000000000	112.00	3541
5.37	0.37	5.00	-2527	-0.0111111111	-0.2666666667	115.00	3551
5.45	0.45	5.00	-2544	-0.0111111111	-0.4555555556	118.00	3561
