Desired angle	Error angle	Angle	Position	Average angle velocity	Average rail velocity	Motor output	Time
-0.48	7.52	-8.00	1526	-0.4984863774	1.7073662967	255.00	118752
-0.48	7.52	-8.00	1429	-0.4914228052	1.6094853683	255.00	118762
-0.48	6.52	-7.00	1309	-0.4833501514	1.4883955600	255.00	118772
-0.48	5.52	-6.00	1172	-0.4752774975	1.3501513623	255.00	118782
-0.48	3.52	-4.00	1031	-0.4661957619	1.2078708375	255.00	118792
-0.48	1.52	-2.00	886	-0.4571140262	1.0625630676	189.00	118802
-0.48	-0.48	0.00	731	-0.4490413724	0.9051463169	-150.00	118812
-0.48	-2.48	2.00	591	-0.4399596367	0.7638748739	-255.00	118822
-0.48	-4.48	4.00	482	-0.4308779011	0.6528758829	-255.00	118832
-0.48	-6.48	6.00	474	-0.4217961655	0.6427850656	-255.00	118842
-0.48	-4.48	4.00	543	-0.4157416751	0.7124117053	-255.00	118852
-0.48	-4.48	4.00	641	-0.4086781029	0.8102926337	-255.00	118862
-0.48	-4.48	4.00	754	-0.4016145308	0.9243188698	-255.00	118872
-0.48	-2.48	2.00	886	-0.3965691221	1.0565085772	-255.00	118882
-0.48	-1.48	1.00	1035	-0.3905146317	1.2078708375	-225.00	118892
-0.48	-0.48	0.00	1185	-0.3844601413	1.3592330979	-150.00	118902
-0.48	1.52	-2.00	1331	-0.3794147326	1.5055499495	189.00	118912
-0.48	2.52	-3.00	1462	-0.3733602422	1.6387487386	255.00	118922
-0.48	4.52	-5.00	1555	-0.3683148335	1.7336024218	255.00	118932
-0.48	6.52	-7.00	1543	-0.3622603431	1.7235116044	255.00	118942
-0.48	3.52	-4.00	1480	-0.3521695257	1.6609485368	255.00	118952
-0.48	0.52	-1.00	1387	-0.3410696266	1.5671039354	114.00	118962
-0.48	-0.48	0.00	1277	-0.3329969728	1.4561049445	-150.00	118972
-0.48	-2.48	2.00	1184	-0.3239152371	1.3612512614	-255.00	118982
-0.48	-3.48	3.00	1106	-0.3148335015	1.2815338042	-255.00	118992
-0.48	-5.48	5.00	1118	-0.3057517659	1.2926337033	-255.00	119002
-0.48	-3.48	3.00	1197	-0.2996972755	1.3723511604	-255.00	119012
-0.48	-1.48	1.00	1304	-0.2946518668	1.4793138244	-225.00	119022
-0.48	-0.48	0.00	1421	-0.2875882947	1.5973763875	-150.00	119032
-0.48	0.52	-1.00	1534	-0.2805247225	1.7124117053	114.00	119042
-0.48	3.52	-4.00	1654	-0.2754793138	1.8335015136	255.00	119052
-0.48	4.52	-5.00	1751	-0.2684157417	1.9323915237	255.00	119062
-0.48	5.52	-6.00	1758	-0.2613521695	1.9414732593	255.00	119072
-0.48	3.52	-4.00	1700	-0.2502522704	1.8829465187	255.00	119082
-0.48	0.52	-1.00	1607	-0.2391523713	1.7901109990	114.00	119092
-0.48	-0.48	0.00	1505	-0.2290615540	1.6871846620	-150.00	119102
-0.48	-1.48	1.00	1415	-0.2199798184	1.5953582240	-225.00	119112
-0.48	-4.48	4.00	1332	-0.2078708375	1.5116044400	-255.00	119122
-0.48	-4.48	4.00	1340	-0.1987891019	1.5176589304	-255.00	119132
-0.48	-4.48	4.00	1411	-0.1897073663	1.5882946519	-255.00	119142
-0.48	-0.48	0.00	1511	-0.1846619576	1.6892028254	-150.00	119152
-0.48	-0.48	0.00	1626	-0.1755802220	1.8052472250	-150.00	119162
-0.48	1.52	-2.00	1739	-0.1685166498	1.9182643794	189.00	119172
-0.48	4.52	-5.00	1847	-0.1634712412	2.0272452069	255.00	119182
-0.48	4.52	-5.00	1906	-0.1543895055	2.0887991927	255.00	119192
-0.48	5.52	-6.00	1874	-0.1463168517	2.0575176589	255.00	119202
-0.48	2.52	-3.00	1799	-0.1352169526	1.9828456105	255.00	119212
-0.48	-0.48	0.00	1696	-0.1241170535	1.8799192735	-150.00	119222
-0.48	-1.48	1.00	1589	-0.1150353179	1.7719475277	-225.00	119232
-0.48	-4.48	4.00	1510	-0.1039354188	1.6902119072	-255.00	119242
-0.48	-6.48	6.00	1508	-0.0948536831	1.6861755802	-255.00	119252
-0.48	-4.48	4.00	1588	-0.0898082745	1.7669021191	-255.00	119262
-0.48	0.52	-1.00	1688	-0.0877901110	1.8678102926	114.00	119272
-0.48	1.52	-2.00	1814	-0.0827447023	1.9949545913	189.00	119282
-0.48	3.52	-4.00	1890	-0.0776992936	2.0726538850	255.00	119292
-0.48	3.52	-4.00	1924	-0.0716448032	2.1079717457	255.00	119302
-0.48	3.52	-4.00	1886	-0.0665993946	2.0696266398	255.00	119312
-0.48	0.52	-1.00	1806	-0.0575176589	1.9899091826	114.00	119322
-0.48	-1.48	1.00	1706	-0.0514631685	1.8879919273	-225.00	119332
-0.48	-2.48	2.00	1615	-0.0454086781	1.7971745711	-255.00	119342
-0.48	-5.48	5.00	1573	-0.0373737374	1.7525252525	-255.00	119352
-0.48	-7.48	7.00	1624	-0.0323232323	1.7646464646	-255.00	119362
-0.48	-2.48	2.00	1716	-0.0323232323	1.7515151515	-255.00	119372
-0.48	0.52	-1.00	1835	-0.0282828283	1.7424242424	114.00	119382
-0.48	0.52	-1.00	1950	-0.0252525253	1.7262626263	114.00	119392
-0.48	2.52	-3.00	2028	-0.0212121212	1.6595959596	255.00	119402
-0.48	3.52	-4.00	2100	-0.0171717172	1.5747474747	255.00	119412
-0.48	4.52	-5.00	2118	-0.0131313131	1.4323232323	255.00	119422
-0.48	4.52	-5.00	2059	-0.0080808081	1.2111111111	255.00	119432
-0.48	0.52	-1.00	1971	0.0020202020	0.9575757576	114.00	119442
-0.48	-0.48	0.00	1856	0.0070707071	0.6858585859	-150.00	119452
-0.48	-3.48	3.00	1763	0.0151515152	0.4979797980	-255.00	119462
-0.48	-4.48	4.00	1698	0.0191919192	0.4444444444	-255.00	119472
-0.48	-5.48	5.00	1705	0.0171717172	0.5020202020	-255.00	119482
-0.48	-4.48	4.00	1791	0.0161616162	0.6777777778	-255.00	119492
-0.48	-0.48	0.00	1893	0.0121212121	0.8898989899	-150.00	119502
-0.48	0.52	-1.00	2017	0.0090909091	1.1454545455	114.00	119512
-0.48	2.52	-3.00	2112	0.0050505051	1.3828282828	255.00	119522
-0.48	3.52	-4.00	2204	0.0020202020	1.6242424242	255.00	119532
-0.48	4.52	-5.00	2225	-0.0020202020	1.8030303030	255.00	119542
-0.48	3.52	-4.00	2171	-0.0030303030	1.9101010101	255.00	119552
-0.48	0.52	-1.00	2083	-0.0040404040	1.9787878788	114.00	119562
-0.48	-1.48	1.00	1968	-0.0050505051	2.0000000000	-225.00	119572
-0.48	-3.48	3.00	1884	-0.0060606061	2.0050505051	-255.00	119582
-0.48	-5.48	5.00	1835	-0.0060606061	1.9303030303	-255.00	119592
-0.48	-6.48	6.00	1886	-0.0040404040	1.8979797980	-255.00	119602
-0.48	-1.48	1.00	1981	-0.0090909091	1.8858585859	-225.00	119612
-0.48	0.52	-1.00	2094	-0.0111111111	1.8828282828	114.00	119622
-0.48	0.52	-1.00	2202	-0.0111111111	1.8525252525	114.00	119632
-0.48	3.52	-4.00	2270	-0.0131313131	1.7656565657	255.00	119642
-0.48	3.52	-4.00	2335	-0.0121212121	1.6818181818	255.00	119652
-0.48	4.52	-5.00	2343	-0.0111111111	1.5343434343	255.00	119662
-0.48	4.52	-5.00	2274	-0.0090909091	1.3000000000	255.00	119672
-0.48	0.52	-1.00	2177	-0.0030303030	1.0343434343	114.00	119682
-0.48	-1.48	1.00	2057	0.0020202020	0.7515151515	-225.00	119692
-0.48	-3.48	3.00	1959	0.0070707071	0.4959595960	-255.00	119702
-0.48	-5.48	5.00	1911	0.0121212121	0.3161616162	-255.00	119712
-0.48	-6.48	6.00	1961	0.0161616162	0.3222222222	-255.00	119722
-0.48	-2.48	2.00	2052	0.0111111111	0.4505050505	-255.00	119732
-0.48	0.52	-1.00	2168	0.0070707071	0.6444444444	114.00	119742
-0.48	0.52	-1.00	2283	0.0070707071	0.8595959596	114.00	119752
-0.48	2.52	-3.00	2364	0.0040404040	1.0616161616	255.00	119762
-0.48	3.52	-4.00	2437	0.0020202020	1.2757575758	255.00	119772
-0.48	3.52	-4.00	2450	0.0000000000	1.4323232323	255.00	119782
-0.48	4.52	-5.00	2390	-0.0030303030	1.5171717172	255.00	119792
-0.48	0.52	-1.00	2298	-0.0010101010	1.5828282828	114.00	119802
-0.48	-1.48	1.00	2183	-0.0010101010	1.6080808081	-225.00	119812
-0.48	-2.48	2.00	2087	-0.0020202020	1.6212121212	-255.00	119822
-0.48	-5.48	5.00	2040	-0.0010101010	1.5828282828	-255.00	119832
-0.48	-7.48	7.00	2088	0.0030303030	1.5606060606	-255.00	119842
-0.48	-1.48	1.00	2182	-0.0030303030	1.5565656566	-225.00	119852
-0.48	0.52	-1.00	2292	-0.0050505051	1.5535353535	114.00	119862
-0.48	0.52	-1.00	2401	-0.0030303030	1.5313131313	114.00	119872
-0.48	2.52	-3.00	2465	-0.0040404040	1.4454545455	255.00	119882
-0.48	2.52	-3.00	2523	-0.0030303030	1.3525252525	255.00	119892
-0.48	2.52	-3.00	2541	-0.0010101010	1.2252525253	255.00	119902
-0.48	3.52	-4.00	2478	-0.0010101010	1.0292929293	255.00	119912
-0.48	0.52	-1.00	2385	0.0040404040	0.8404040404	114.00	119922
-0.48	-2.48	2.00	2267	0.0090909091	0.7323232323	-255.00	119932
-0.48	-3.48	3.00	2169	0.0070707071	0.6949494949	-255.00	119942
-0.48	-5.48	5.00	2136	0.0060606061	0.7545454545	-255.00	119952
-0.48	-6.48	6.00	2197	0.0060606061	0.9252525253	-255.00	119962
-0.48	-0.48	0.00	2289	-0.0020202020	1.1131313131	-150.00	119972
-0.48	-0.48	0.00	2410	-0.0030303030	1.3151515152	-150.00	119982
-0.48	0.52	-1.00	2497	-0.0060606061	1.3929292929	114.00	119992
-0.48	0.52	-1.00	2593	-0.0040404040	1.4090909091	114.00	120002
-0.48	1.52	-2.00	2670	-0.0030303030	1.3808080808	189.00	120012
-0.48	3.52	-4.00	2726	-0.0040404040	1.3191919192	255.00	120022
-0.48	3.52	-4.00	2745	-0.0030303030	1.2252525253	255.00	120032
-0.48	3.52	-4.00	2704	0.0000000000	1.0646464646	255.00	120042
-0.48	0.52	-1.00	2617	0.0040404040	0.8777777778	114.00	120052
-0.48	-0.48	0.00	2512	0.0060606061	0.7626262626	-150.00	120062
-0.48	-2.48	2.00	2416	0.0060606061	0.7232323232	-255.00	120072
-0.48	-3.48	3.00	2363	0.0040404040	0.7616161616	-255.00	120082
-0.48	-5.48	5.00	2376	0.0050505051	0.8767676768	-255.00	120092
-0.48	-2.48	2.00	2461	0.0010101010	1.0535353535	-255.00	120102
-0.48	0.52	-1.00	2564	-0.0050505051	1.2414141414	114.00	120112
-0.48	1.52	-2.00	2681	-0.0060606061	1.3535353535	189.00	120122
-0.48	1.52	-2.00	2766	-0.0060606061	1.3696969697	189.00	120132
-0.48	4.52	-5.00	2805	-0.0050505051	1.3090909091	255.00	120142
-0.48	3.52	-4.00	2789	-0.0040404040	1.1777777778	255.00	120152
-0.48	2.52	-3.00	2724	-0.0010101010	0.9989898990	255.00	120162
-0.48	-0.48	0.00	2632	0.0050505051	0.7959595960	-150.00	120172
-0.48	-1.48	1.00	2531	0.0060606061	0.6333333333	-225.00	120182
-0.48	-4.48	4.00	2456	0.0101010101	0.5878787879	-255.00	120192
-0.48	-6.48	6.00	2468	0.0090909091	0.6727272727	-255.00	120202
-0.48	-4.48	4.00	2541	0.0040404040	0.8494949495	-255.00	120212
-0.48	0.52	-1.00	2642	-0.0020202020	1.0595959596	114.00	120222
-0.48	1.52	-2.00	2758	-0.0060606061	1.2575757576	189.00	120232
-0.48	2.52	-3.00	2839	-0.0090909091	1.3444444444	255.00	120242
-0.48	3.52	-4.00	2870	-0.0080808081	1.2959595960	255.00	120252
-0.48	3.52	-4.00	2829	-0.0030303030	1.1555555556	255.00	120262
-0.48	-0.48	0.00	2750	0.0020202020	0.9494949495	-150.00	120272
-0.48	-1.48	1.00	2658	0.0050505051	0.7777777778	-225.00	120282
-0.48	-2.48	2.00	2590	0.0060606061	0.6727272727	-255.00	120292
-0.48	-5.48	5.00	2609	0.0090909091	0.7292929293	-255.00	120302
-0.48	-3.48	3.00	2685	0.0040404040	0.8838383838	-255.00	120312
-0.48	0.52	-1.00	2791	-0.0020202020	1.0919191919	114.00	120322
-0.48	1.52	-2.00	2904	-0.0040404040	1.2979797980	189.00	120332
-0.48	2.52	-3.00	2979	-0.0080808081	1.4202020202	255.00	120342
-0.48	3.52	-4.00	3023	-0.0111111111	1.4141414141	255.00	120352
-0.48	2.52	-3.00	2979	-0.0050505051	1.2787878788	255.00	120362
-0.48	1.52	-2.00	2896	-0.0010101010	1.0747474747	189.00	120372
-0.48	-1.48	1.00	2790	0.0020202020	0.8515151515	-225.00	120382
-0.48	-2.48	2.00	2693	0.0050505051	0.6737373737	-255.00	120392
-0.48	-5.48	5.00	2654	0.0090909091	0.5606060606	-255.00	120402
-0.48	-5.48	5.00	2710	0.0101010101	0.5969696970	-255.00	120412
-0.48	0.52	-1.00	2807	0.0040404040	0.7515151515	114.00	120422
-0.48	1.52	-2.00	2929	-0.0010101010	0.9636363636	189.00	120432
-0.48	1.52	-2.00	3013	-0.0020202020	1.1676767677	189.00	120442
-0.48	3.52	-4.00	3027	-0.0070707071	1.2747474747	255.00	120452
-0.48	2.52	-3.00	3002	-0.0070707071	1.3171717172	255.00	120462
-0.48	-0.48	0.00	2928	-0.0050505051	1.2373737374	-150.00	120472
-0.48	-0.48	0.00	2851	-0.0040404040	1.0737373737	-150.00	120482
-0.48	-3.48	3.00	2791	0.0030303030	0.9101010101	-255.00	120492
-0.48	-3.48	3.00	2756	0.0040404040	0.7484848485	-255.00	120502
-0.48	-5.48	5.00	2805	0.0080808081	0.7010101010	-255.00	120512
-0.48	-1.48	1.00	2899	0.0050505051	0.7020202020	-225.00	120522
-0.48	2.52	-3.00	3010	0.0020202020	0.7909090909	255.00	120532
-0.48	3.52	-4.00	3121	0.0000000000	0.9565656566	255.00	120542
-0.48	5.52	-6.00	3151	-0.0050505051	1.0777777778	255.00	120552
-0.48	5.52	-6.00	3105	-0.0070707071	1.1484848485	255.00	120562
-0.48	0.52	-1.00	3020	-0.0040404040	1.1484848485	114.00	120572
-0.48	-2.48	2.00	2913	-0.0030303030	1.0909090909	-255.00	120582
-0.48	-1.48	1.00	2818	-0.0050505051	0.9444444444	-225.00	120592
-0.48	-4.48	4.00	2789	0.0030303030	0.8181818182	-255.00	120602
-0.48	-5.48	5.00	2837	0.0060606061	0.7515151515	-255.00	120612
-0.48	-1.48	1.00	2927	0.0020202020	0.7313131313	-225.00	120622
-0.48	1.52	-2.00	3040	0.0020202020	0.7767676768	189.00	120632
-0.48	2.52	-3.00	3136	0.0010101010	0.8090909091	255.00	120642
-0.48	3.52	-4.00	3187	0.0010101010	0.8515151515	255.00	120652
-0.48	5.52	-6.00	3163	-0.0010101010	0.8979797980	255.00	120662
-0.48	0.52	-1.00	3086	0.0000000000	0.9191919192	114.00	120672
-0.48	-0.48	0.00	2986	-0.0010101010	0.9373737374	-150.00	120682
-0.48	-2.48	2.00	2895	-0.0010101010	0.9454545455	-255.00	120692
-0.48	-3.48	3.00	2840	-0.0020202020	0.9393939394	-255.00	120702
-0.48	-4.48	4.00	2857	-0.0020202020	0.9050505051	-255.00	120712
-0.48	-1.48	1.00	2943	-0.0010101010	0.9010101010	-225.00	120722
-0.48	-0.48	0.00	3049	0.0010101010	0.8898989899	-150.00	120732
-0.48	2.52	-3.00	3159	-0.0020202020	0.8838383838	255.00	120742
-0.48	2.52	-3.00	3238	0.0000000000	0.8838383838	255.00	120752
-0.48	5.52	-6.00	3290	-0.0020202020	0.8606060606	255.00	120762
-0.48	4.52	-5.00	3241	-0.0010101010	0.7989898990	255.00	120772
-0.48	2.52	-3.00	3161	0.0020202020	0.7797979798	255.00	120782
-0.48	-0.48	0.00	3054	0.0010101010	0.7636363636	-150.00	120792
-0.48	-0.48	0.00	2954	-0.0010101010	0.7787878788	-150.00	120802
-0.48	-3.48	3.00	2879	0.0010101010	0.8000000000	-255.00	120812
-0.48	-3.48	3.00	2821	-0.0020202020	0.7888888889	-255.00	120822
-0.48	-5.48	5.00	2865	-0.0020202020	0.7848484848	-255.00	120832
-0.48	-2.48	2.00	2947	0.0010101010	0.7727272727	-255.00	120842
-0.48	1.52	-2.00	3063	-0.0010101010	0.7787878788	189.00	120852
-0.48	1.52	-2.00	3174	-0.0010101010	0.7818181818	189.00	120862
-0.48	4.52	-5.00	3241	-0.0020202020	0.7838383838	255.00	120872
-0.48	6.52	-7.00	3245	-0.0040404040	0.7303030303	255.00	120882
-0.48	3.52	-4.00	3190	-0.0010101010	0.6565656566	255.00	120892
-0.48	1.52	-2.00	3098	0.0020202020	0.6272727273	189.00	120902
-0.48	-0.48	0.00	2993	0.0010101010	0.6151515152	-150.00	120912
-0.48	-1.48	1.00	2902	-0.0010101010	0.6404040404	-225.00	120922
-0.48	-3.48	3.00	2825	0.0000000000	0.6626262626	-255.00	120932
-0.48	-5.48	5.00	2822	0.0000000000	0.6919191919	-255.00	120942
-0.48	-4.48	4.00	2895	-0.0020202020	0.7060606061	-255.00	120952
-0.48	0.52	-1.00	2998	-0.0010101010	0.7151515152	114.00	120962
-0.48	2.52	-3.00	3121	-0.0030303030	0.7181818182	255.00	120972
-0.48	4.52	-5.00	3201	-0.0040404040	0.7111111111	255.00	120982
-0.48	6.52	-7.00	3201	-0.0060606061	0.6171717172	255.00	120992
-0.48	3.52	-4.00	3150	-0.0020202020	0.4868686869	255.00	121002
-0.48	0.52	-1.00	3063	0.0030303030	0.3424242424	114.00	121012
-0.48	0.52	-1.00	2961	0.0030303030	0.2191919192	114.00	121022
-0.48	-0.48	0.00	2859	0.0040404040	0.1565656566	-150.00	121032
-0.48	-4.48	4.00	2760	0.0050505051	0.1444444444	-255.00	121042
-0.48	-4.48	4.00	2687	0.0040404040	0.1757575758	-255.00	121052
-0.48	-6.48	6.00	2713	0.0040404040	0.2979797980	-255.00	121062
-0.48	-3.48	3.00	2788	0.0000000000	0.4272727273	-255.00	121072
-0.48	-0.48	0.00	2896	-0.0050505051	0.5242424242	-150.00	121082
-0.48	0.52	-1.00	3012	-0.0030303030	0.5565656566	114.00	121092
-0.48	2.52	-3.00	3118	-0.0020202020	0.5606060606	255.00	121102
-0.48	4.52	-5.00	3216	-0.0030303030	0.5414141414	255.00	121112
-0.48	6.52	-7.00	3226	-0.0050505051	0.4666666667	255.00	121122
-0.48	5.52	-6.00	3173	-0.0010101010	0.3727272727	255.00	121132
-0.48	1.52	-2.00	3083	0.0020202020	0.2979797980	189.00	121142
-0.48	1.52	-2.00	2976	0.0010101010	0.2545454545	189.00	121152
-0.48	-0.48	0.00	2870	0.0000000000	0.2414141414	-150.00	121162
-0.48	-2.48	2.00	2766	0.0010101010	0.2363636364	-255.00	121172
-0.48	-3.48	3.00	2692	-0.0010101010	0.2373737374	-255.00	121182
-0.48	-5.48	5.00	2709	-0.0010101010	0.2434343434	-255.00	121192
-0.48	-3.48	3.00	2781	-0.0010101010	0.2434343434	-255.00	121202
-0.48	1.52	-2.00	2888	-0.0010101010	0.2484848485	189.00	121212
-0.48	2.52	-3.00	2995	-0.0010101010	0.2404040404	255.00	121222
-0.48	3.52	-4.00	3054	-0.0010101010	0.2181818182	255.00	121232
-0.48	5.52	-6.00	3026	-0.0020202020	0.1595959596	255.00	121242
-0.48	0.52	-1.00	2953	0.0030303030	0.1252525253	114.00	121252
-0.48	0.52	-1.00	2857	-0.0010101010	0.1080808081	114.00	121262
-0.48	-0.48	0.00	2774	-0.0010101010	0.1181818182	-150.00	121272
-0.48	-2.48	2.00	2694	0.0000000000	0.1070707071	-255.00	121282
-0.48	-3.48	3.00	2628	-0.0020202020	0.0202020202	-255.00	121292
-0.48	-4.48	4.00	2654	0.0010101010	-0.0303030303	-255.00	121302
-0.48	-1.48	1.00	2738	0.0020202020	-0.0525252525	-225.00	121312
-0.48	2.52	-3.00	2847	-0.0010101010	-0.0575757576	255.00	121322
-0.48	2.52	-3.00	2966	0.0000000000	-0.0141414141	255.00	121332
-0.48	6.52	-7.00	2978	-0.0030303030	-0.0454545455	255.00	121342
-0.48	5.52	-6.00	2933	-0.0030303030	-0.0454545455	255.00	121352
-0.48	0.52	-1.00	2850	0.0010101010	-0.0454545455	114.00	121362
-0.48	1.52	-2.00	2743	-0.0030303030	-0.0474747475	189.00	121372
-0.48	0.52	-1.00	2657	-0.0030303030	-0.0363636364	114.00	121382
-0.48	-1.48	1.00	2558	-0.0040404040	-0.0949494949	-225.00	121392
-0.48	-3.48	3.00	2474	-0.0020202020	-0.2353535354	-255.00	121402
-0.48	-4.48	4.00	2432	0.0050505051	-0.3767676768	-255.00	121412
-0.48	-6.48	6.00	2492	0.0080808081	-0.4404040404	-255.00	121422
-0.48	-0.48	0.00	2581	0.0020202020	-0.4383838384	-150.00	121432
-0.48	2.52	-3.00	2701	0.0010101010	-0.3313131313	255.00	121442
-0.48	2.52	-3.00	2810	0.0000000000	-0.1959595960	255.00	121452
-0.48	6.52	-7.00	2819	-0.0070707071	-0.1111111111	255.00	121462
-0.48	4.52	-5.00	2772	-0.0050505051	-0.0797979798	255.00	121472
-0.48	0.52	-1.00	2687	-0.0040404040	-0.1040404040	114.00	121482
-0.48	1.52	-2.00	2584	-0.0050505051	-0.1727272727	189.00	121492
-0.48	-0.48	0.00	2500	-0.0050505051	-0.3060606061	-150.00	121502
-0.48	-0.48	0.00	2408	-0.0010101010	-0.4929292929	-150.00	121512
-0.48	-1.48	1.00	2343	0.0040404040	-0.6707070707	-225.00	121522
-0.48	-2.48	2.00	2314	0.0060606061	-0.8131313131	-255.00	121532
-0.48	-2.48	2.00	2354	0.0080808081	-0.8080808081	-255.00	121542
-0.48	0.52	-1.00	2438	0.0050505051	-0.6777777778	114.00	121552
-0.48	2.52	-3.00	2537	-0.0020202020	-0.4919191919	255.00	121562
-0.48	3.52	-4.00	2621	-0.0060606061	-0.2979797980	255.00	121572
-0.48	5.52	-6.00	2612	-0.0070707071	-0.2090909091	255.00	121582
-0.48	3.52	-4.00	2557	-0.0080808081	-0.2323232323	255.00	121592
-0.48	1.52	-2.00	2464	-0.0070707071	-0.3737373737	189.00	121602
-0.48	2.52	-3.00	2362	-0.0040404040	-0.5666666667	255.00	121612
-0.48	1.52	-2.00	2251	0.0000000000	-0.7929292929	189.00	121622
-0.48	-0.48	0.00	2123	0.0030303030	-1.0202020202	-150.00	121632
-0.48	-1.48	1.00	2012	0.0050505051	-1.1838383838	-225.00	121642
-0.48	-2.48	2.00	1923	0.0080808081	-1.2525252525	-255.00	121652
-0.48	-4.48	4.00	1924	0.0050505051	-1.1767676768	-255.00	121662
-0.48	-2.48	2.00	1992	0.0020202020	-1.0070707071	-255.00	121672
-0.48	2.52	-3.00	2090	-0.0050505051	-0.8161616162	255.00	121682
-0.48	2.52	-3.00	2208	-0.0060606061	-0.6414141414	255.00	121692
-0.48	6.52	-7.00	2240	-0.0111111111	-0.6212121212	255.00	121702
-0.48	5.52	-6.00	2196	-0.0070707071	-0.7515151515	255.00	121712
-0.48	1.52	-2.00	2113	-0.0020202020	-0.9424242424	189.00	121722
-0.48	1.52	-2.00	2004	0.0010101010	-1.1636363636	189.00	121732
-0.48	1.52	-2.00	1916	0.0010101010	-1.3333333333	189.00	121742
-0.48	0.52	-1.00	1813	0.0050505051	-1.4888888889	114.00	121752
-0.48	-1.48	1.00	1709	0.0060606061	-1.5464646465	-225.00	121762
-0.48	-1.48	1.00	1617	0.0040404040	-1.5606060606	-225.00	121772
-0.48	-3.48	3.00	1566	0.0030303030	-1.5040404040	-255.00	121782
-0.48	-4.48	4.00	1605	0.0040404040	-1.3656565657	-255.00	121792
-0.48	-0.48	0.00	1690	-0.0030303030	-1.2030303030	-150.00	121802
-0.48	2.52	-3.00	1803	-0.0060606061	-1.0303030303	255.00	121812
-0.48	3.52	-4.00	1907	-0.0090909091	-0.9686868687	255.00	121822
-0.48	7.52	-8.00	1914	-0.0101010101	-1.0404040404	255.00	121832
-0.48	6.52	-7.00	1866	-0.0050505051	-1.2060606061	255.00	121842
-0.48	1.52	-2.00	1780	0.0000000000	-1.4050505051	189.00	121852
-0.48	2.52	-3.00	1673	0.0020202020	-1.5808080808	255.00	121862
-0.48	1.52	-2.00	1566	0.0050505051	-1.6939393939	189.00	121872
