Desired angle	Error angle	Angle	Position	Average angle velocity	Average rail velocity	Motor output	Time
2.10	-0.90	3.00	-1628	0.0050505051	-3.7232323232	-128.00	158685
2.03	-0.97	3.00	-1680	0.0060606061	-3.8464646465	-131.00	158695
1.96	-0.04	2.00	-1711	0.0050505051	-3.9505050505	-96.00	158705
1.89	0.89	1.00	-1728	0.0050505051	-4.0404040404	128.00	158715
1.89	1.89	0.00	-1740	0.0050505051	-4.1313131313	165.00	158725
1.95	1.95	0.00	-1758	0.0060606061	-4.2212121212	167.00	158735
2.01	3.01	-1.00	-1782	0.0050505051	-4.3010101010	207.00	158745
2.20	3.20	-1.00	-1826	0.0060606061	-4.3878787879	214.00	158755
2.39	3.39	-1.00	-1887	0.0060606061	-4.4676767677	222.00	158765
2.63	3.63	-1.00	-1968	0.0060606061	-4.5454545455	231.00	158775
2.79	3.79	-1.00	-2055	0.0060606061	-4.6101010101	237.00	158785
3.05	3.05	0.00	-2161	0.0070707071	-4.6808080808	209.00	158795
3.28	2.28	1.00	-2275	0.0070707071	-4.7515151515	180.00	158805
3.48	1.48	2.00	-2392	0.0080808081	-4.8151515152	150.00	158815
3.62	0.62	3.00	-2506	0.0080808081	-4.8636363636	118.00	158825
3.78	-0.22	4.00	-2618	0.0090909091	-4.9090909091	-103.00	158835
3.90	-1.10	5.00	-2724	0.0090909091	-4.9484848485	-135.00	158845
3.95	-2.05	6.00	-2813	0.0090909091	-4.9717171717	-172.00	158855
3.91	-2.09	6.00	-2879	0.0080808081	-4.9737373737	-173.00	158865
3.71	-2.29	6.00	-2904	0.0080808081	-4.9454545455	-180.00	158875
3.45	-1.55	5.00	-2887	0.0060606061	-4.8979797980	-153.00	158885
3.29	0.29	3.00	-2854	0.0040404040	-4.8535353535	105.00	158895
3.26	2.26	1.00	-2821	0.0020202020	-4.8404040404	179.00	158905
3.37	2.37	1.00	-2812	0.0040404040	-4.8767676768	184.00	158915
3.47	3.47	0.00	-2818	0.0040404040	-4.9424242424	225.00	158925
3.61	3.61	0.00	-2842	0.0050505051	-5.0232323232	230.00	158935
3.83	5.83	-2.00	-2892	0.0040404040	-5.1242424242	255.00	158945
4.20	4.20	0.00	-2982	0.0060606061	-5.2575757576	253.00	158955
4.47	4.47	0.00	-3092	0.0070707071	-5.3959595960	255.00	158965
4.77	3.77	1.00	-3219	0.0080808081	-5.5272727273	236.00	158975
5.02	4.02	1.00	-3355	0.0080808081	-5.6434343434	246.00	158985
5.26	2.26	3.00	-3496	0.0101010101	-5.7333333333	179.00	158995
5.47	2.47	3.00	-3637	0.0090909091	-5.8090909091	187.00	159005
5.71	1.71	4.00	-3780	0.0090909091	-5.8777777778	159.00	159015
5.89	1.89	4.00	-3919	0.0090909091	-5.9424242424	165.00	159025
6.02	1.02	5.00	-4048	0.0090909091	-5.9909090909	133.00	159035
6.24	0.24	6.00	-4180	0.0090909091	-6.0434343434	103.00	159045
6.40	-1.60	8.00	-4307	0.0101010101	-6.0959595960	-154.00	159055
6.53	-2.47	9.00	-4426	0.0101010101	-6.1535353535	-187.00	159065
6.54	-3.46	10.00	-4520	0.0111111111	-6.2030303030	-224.00	159075
6.18	-5.82	12.00	-4545	0.0131313131	-6.2000000000	-255.00	159085
5.69	-4.31	10.00	-4498	0.0111111111	-6.1505050505	-255.00	159095
5.34	-0.66	6.00	-4412	0.0080808081	-6.0848484848	-119.00	159105
5.02	2.02	3.00	-4300	0.0060606061	-6.0050505051	170.00	159115
4.99	3.99	1.00	-4208	0.0050505051	-5.9454545455	244.00	159125
5.06	6.06	-1.00	-4145	0.0040404040	-5.9151515152	255.00	159135
5.63	8.63	-3.00	-4174	0.0020202020	-5.9696969697	255.00	159145
6.00	6.00	0.00	-4247	0.0060606061	-6.0565656566	255.00	159155
6.33	6.33	0.00	-4351	0.0060606061	-6.1555555556	255.00	159165
6.57	5.57	1.00	-4466	0.0080808081	-6.2545454545	255.00	159175
6.87	3.87	3.00	-4598	0.0101010101	-6.3333333333	240.00	159185
7.17	3.17	4.00	-4745	0.0101010101	-6.3989898990	214.00	159195
7.37	1.37	6.00	-4889	0.0101010101	-6.4434343434	145.00	159205
7.56	0.56	7.00	-5029	0.0101010101	-6.4848484848	115.00	159215
7.73	-0.27	8.00	-5163	0.0101010101	-6.5191919192	-105.00	159225
7.88	-1.12	9.00	-5290	0.0101010101	-6.5494949495	-137.00	159235
7.91	-2.09	10.00	-5395	0.0111111111	-6.5747474747	-173.00	159245
7.88	-2.12	10.00	-5474	0.0111111111	-6.5929292929	-174.00	159255
7.64	-2.36	10.00	-5503	0.0111111111	-6.5838383838	-183.00	159265
7.39	-1.61	9.00	-5491	0.0101010101	-6.5515151515	-155.00	159275
7.22	-0.78	8.00	-5460	0.0101010101	-6.5141414141	-123.00	159285
7.14	0.14	7.00	-5424	0.0090909091	-6.4767676768	100.00	159295
7.17	1.17	6.00	-5400	0.0090909091	-6.4555555556	138.00	159305
7.16	2.16	5.00	-5379	0.0080808081	-6.4353535354	175.00	159315
7.25	2.25	5.00	-5376	0.0090909091	-6.4282828283	179.00	159325
7.34	3.34	4.00	-5384	0.0090909091	-6.4292929293	220.00	159335
7.44	3.44	4.00	-5405	0.0090909091	-6.4313131313	224.00	159345
7.68	4.68	3.00	-5456	0.0090909091	-6.4444444444	255.00	159355
8.01	4.01	4.00	-5541	0.0101010101	-6.4656565657	245.00	159365
8.32	3.32	5.00	-5651	0.0101010101	-6.4838383838	219.00	159375
8.53	2.53	6.00	-5767	0.0101010101	-6.4878787879	189.00	159385
8.73	3.73	5.00	-5887	0.0090909091	-6.4949494949	235.00	159395
8.94	1.94	7.00	-6010	0.0101010101	-6.5040404040	167.00	159405
9.13	1.13	8.00	-6134	0.0111111111	-6.5121212121	137.00	159415
9.31	0.31	9.00	-6258	0.0111111111	-6.5171717172	106.00	159425
9.46	-1.54	11.00	-6377	0.0131313131	-6.5212121212	-152.00	159435
9.55	-2.45	12.00	-6483	0.0131313131	-6.5111111111	-187.00	159445
9.49	-3.51	13.00	-6558	0.0131313131	-6.4717171717	-226.00	159455
9.25	-4.75	14.00	-6585	0.0121212121	-6.3848484848	-255.00	159465
8.74	-5.26	14.00	-6536	0.0111111111	-6.2333333333	-255.00	159475
8.38	-2.62	11.00	-6447	0.0080808081	-6.0666666667	-193.00	159485
8.09	0.09	8.00	-6338	0.0040404040	-5.9474747475	98.00	159495
8.00	2.00	6.00	-6239	0.0040404040	-5.8868686869	169.00	159505
7.99	2.99	5.00	-6159	0.0060606061	-5.8797979798	207.00	159515
8.04	4.04	4.00	-6102	0.0070707071	-5.8939393939	246.00	159525
8.51	6.51	2.00	-6122	0.0060606061	-5.9595959596	255.00	159535
8.84	4.84	4.00	-6185	0.0090909091	-6.0464646465	255.00	159545
9.19	3.19	6.00	-6281	0.0121212121	-6.1040404040	214.00	159555
9.41	2.41	7.00	-6386	0.0121212121	-6.1333333333	185.00	159565
9.59	1.59	8.00	-6497	0.0121212121	-6.1343434343	154.00	159575
9.76	-0.24	10.00	-6606	0.0131313131	-6.1262626263	-103.00	159585
9.84	-1.16	11.00	-6705	0.0131313131	-6.0898989899	-138.00	159595
9.91	-2.09	12.00	-6793	0.0131313131	-6.0424242424	-173.00	159605
9.88	-4.12	14.00	-6857	0.0141414141	-5.9767676768	-249.00	159615
9.68	-4.32	14.00	-6881	0.0131313131	-5.8737373737	-255.00	159625
9.16	-5.84	15.00	-6828	0.0141414141	-5.6888888889	-255.00	159635
8.78	-2.22	11.00	-6733	0.0090909091	-5.4636363636	-178.00	159645
8.42	-0.58	9.00	-6609	0.0060606061	-5.2171717172	-116.00	159655
8.35	0.35	8.00	-6502	0.0050505051	-5.0060606061	108.00	159665
8.38	2.38	6.00	-6420	0.0030303030	-4.8434343434	184.00	159675
8.28	3.28	5.00	-6343	0.0020202020	-4.7121212121	217.00	159685
8.38	3.38	5.00	-6295	0.0030303030	-4.6303030303	221.00	159695
8.79	5.79	3.00	-6314	0.0020202020	-4.6323232323	255.00	159705
9.10	3.10	6.00	-6371	0.0060606061	-4.6767676768	211.00	159715
9.37	2.37	7.00	-6454	0.0070707071	-4.7414141414	184.00	159725
9.54	1.54	8.00	-6543	0.0090909091	-4.8080808081	152.00	159735
9.67	0.67	9.00	-6630	0.0101010101	-4.8525252525	120.00	159745
9.82	-1.18	11.00	-6721	0.0121212121	-4.8828282828	-138.00	159755
9.89	-2.11	12.00	-6803	0.0131313131	-4.8828282828	-174.00	159765
9.94	-3.06	13.00	-6874	0.0141414141	-4.8676767677	-209.00	159775
9.72	-4.28	14.00	-6900	0.0141414141	-4.7888888889	-255.00	159785
9.31	-5.69	15.00	-6864	0.0141414141	-4.6383838384	-255.00	159795
8.91	-4.09	13.00	-6780	0.0111111111	-4.4353535354	-248.00	159805
8.58	-1.42	10.00	-6669	0.0070707071	-4.2090909091	-147.00	159815
8.39	-0.61	9.00	-6554	0.0050505051	-3.9797979798	-117.00	159825
8.22	0.22	8.00	-6440	0.0030303030	-3.7565656566	102.00	159835
8.11	2.11	6.00	-6333	0.0000000000	-3.5585858586	174.00	159845
8.04	3.04	5.00	-6239	-0.0010101010	-3.3969696970	209.00	159855
8.14	4.14	4.00	-6180	-0.0020202020	-3.3101010101	250.00	159865
8.64	5.64	3.00	-6203	-0.0020202020	-3.3474747475	255.00	159875
8.97	3.97	5.00	-6265	0.0020202020	-3.4444444444	244.00	159885
9.31	2.31	7.00	-6361	0.0060606061	-3.5727272727	181.00	159895
9.48	0.48	9.00	-6460	0.0080808081	-3.6828282828	112.00	159905
9.69	-1.31	11.00	-6567	0.0111111111	-3.7848484848	-143.00	159915
9.83	-3.17	13.00	-6671	0.0131313131	-3.8656565657	-214.00	159925
9.76	-5.24	15.00	-6743	0.0171717172	-3.8898989899	-255.00	159935
9.32	-7.68	17.00	-6739	0.0171717172	-3.7969696970	-255.00	159945
8.82	-7.18	16.00	-6669	0.0161616162	-3.6161616162	-255.00	159955
8.47	-4.53	13.00	-6564	0.0121212121	-3.3828282828	-255.00	159965
8.22	-3.78	12.00	-6447	0.0111111111	-3.1272727273	-236.00	159975
7.96	-4.04	12.00	-6319	0.0090909091	-2.8565656566	-246.00	159985
7.69	-0.31	8.00	-6179	0.0050505051	-2.5737373737	-106.00	159995
7.42	-0.58	8.00	-6033	0.0040404040	-2.2797979798	-116.00	160005
7.29	1.29	6.00	-5898	0.0020202020	-2.0030303030	143.00	160015
7.18	3.18	4.00	-5776	-0.0010101010	-1.7494949495	214.00	160025
7.11	3.11	4.00	-5670	-0.0020202020	-1.5080808081	211.00	160035
7.60	5.60	2.00	-5653	-0.0060606061	-1.3616161616	255.00	160045
7.94	2.94	5.00	-5687	-0.0040404040	-1.2747474747	205.00	160055
8.29	1.29	7.00	-5762	-0.0030303030	-1.2535353535	143.00	160065
8.44	0.44	8.00	-5840	-0.0040404040	-1.3070707071	111.00	160075
8.48	-0.52	9.00	-5910	-0.0010101010	-1.4232323232	-113.00	160085
8.62	-3.38	12.00	-5983	0.0060606061	-1.5838383838	-221.00	160095
8.62	-3.38	12.00	-6040	0.0090909091	-1.7555555556	-221.00	160105
8.47	-6.53	15.00	-6065	0.0141414141	-1.8747474747	-255.00	160115
7.92	-8.08	16.00	-6009	0.0171717172	-1.8828282828	-255.00	160125
7.55	-6.45	14.00	-5914	0.0171717172	-1.7606060606	-255.00	160135
7.22	-3.78	11.00	-5794	0.0111111111	-1.5656565657	-236.00	160145
7.00	-5.00	12.00	-5668	0.0121212121	-1.3343434343	-255.00	160155
6.76	-5.24	12.00	-5534	0.0111111111	-1.0838383838	-255.00	160165
6.55	-3.45	10.00	-5401	0.0070778564	-0.8159757331	-224.00	160174
6.22	-2.78	9.00	-5248	0.0050556117	-0.5136501517	-199.00	160184
6.02	-2.98	9.00	-5101	0.0030333670	-0.2194135490	-206.00	160194
5.84	-1.16	7.00	-4957	0.0000000000	0.0667340748	-138.00	160204
5.58	-0.42	6.00	-4809	-0.0020222447	0.3538928210	-110.00	160214
5.39	0.39	5.00	-4665	-0.0040444894	0.6279069767	109.00	160224
5.24	1.24	4.00	-4530	-0.0060667341	0.8705763397	141.00	160234
5.21	2.21	3.00	-4418	-0.0070778564	1.0647118301	177.00	160244
5.24	2.24	3.00	-4335	-0.0070778564	1.1799797776	179.00	160254
5.57	2.57	3.00	-4314	-0.0060667341	1.1911021234	191.00	160264
5.78	1.78	4.00	-4326	-0.0040444894	1.1476238625	162.00	160274
5.93	-0.07	6.00	-4357	-0.0010111223	1.0808897877	-97.00	160284
5.97	-1.03	7.00	-4385	0.0010111223	1.0273003033	-133.00	160294
