Desired angle	Error angle	Angle	Position	Average angle velocity	Average rail velocity	Motor output	Time
0.33	-0.67	1.00	-3051	0.0000000000	0.3555555556	100.00	781
0.33	-0.67	1.00	-3061	-0.0111111111	0.4222222222	100.00	791
0.33	-0.67	1.00	-3072	-0.0111111111	0.4111111111	100.00	801
0.33	-0.67	1.00	-3085	-0.0111111111	0.2333333333	100.00	811
0.33	-0.67	1.00	-3098	-0.0111111111	-0.0888888889	100.00	821
0.33	-1.67	2.00	-3113	0.0111111111	-0.5111111111	-186.00	831
0.33	-1.67	2.00	-3122	0.0111111111	-0.8444444444	-123.00	841
0.33	-1.67	2.00	-3118	0.0111111111	-0.9222222222	-123.00	851
0.33	-1.67	2.00	-3101	0.0111111111	-0.6777777778	-123.00	861
0.33	-0.67	1.00	-3078	0.0000000000	-0.3111111111	162.00	871
0.33	-0.67	1.00	-3061	0.0000000000	0.0000000000	100.00	881
0.33	-0.67	1.00	-3053	0.0000000000	0.2111111111	100.00	891
0.33	-0.67	1.00	-3054	0.0000000000	0.3444444444	100.00	901
0.33	-0.67	1.00	-3057	0.0000000000	0.4555555556	100.00	911
0.33	-0.67	1.00	-3061	-0.0111111111	0.5777777778	100.00	921
0.33	-0.67	1.00	-3070	-0.0111111111	0.5888888889	100.00	931
0.33	-0.67	1.00	-3079	-0.0111111111	0.4444444444	100.00	941
0.33	-0.67	1.00	-3088	-0.0111111111	0.1555555556	100.00	951
0.33	-0.67	1.00	-3099	0.0000000000	-0.2222222222	100.00	961
0.33	-0.67	1.00	-3113	0.0000000000	-0.5666666667	100.00	971
0.33	-1.67	2.00	-3125	0.0111111111	-0.8000000000	-186.00	981
0.33	-1.67	2.00	-3132	0.0111111111	-0.8666666667	-123.00	991
0.33	-1.67	2.00	-3127	0.0111111111	-0.7777777778	-123.00	1001
0.33	-1.67	2.00	-3111	0.0111111111	-0.5555555556	-123.00	1011
0.33	-0.67	1.00	-3087	0.0000000000	-0.2000000000	162.00	1021
0.33	-0.67	1.00	-3066	0.0000000000	0.1333333333	100.00	1031
0.33	-0.67	1.00	-3056	0.0000000000	0.3555555556	100.00	1041
0.33	-0.67	1.00	-3059	0.0000000000	0.4444444444	100.00	1051
0.33	-0.67	1.00	-3065	0.0000000000	0.5222222222	100.00	1061
0.33	-0.67	1.00	-3071	-0.0111111111	0.6111111111	100.00	1071
0.33	-0.67	1.00	-3079	-0.0111111111	0.5888888889	100.00	1081
0.33	-0.67	1.00	-3089	-0.0111111111	0.4222222222	100.00	1091
0.33	-0.67	1.00	-3099	-0.0111111111	0.1333333333	100.00	1101
0.33	-1.67	2.00	-3111	0.0111111111	-0.2666666667	-186.00	1111
0.33	-1.67	2.00	-3118	0.0111111111	-0.5777777778	-123.00	1121
0.33	-1.67	2.00	-3115	0.0111111111	-0.6555555556	-123.00	1131
0.33	-1.67	2.00	-3097	0.0111111111	-0.4333333333	-123.00	1141
0.33	-0.67	1.00	-3075	0.0000000000	-0.1111111111	162.00	1151
0.33	-0.67	1.00	-3057	0.0000000000	0.1444444444	100.00	1161
0.33	-0.67	1.00	-3048	0.0000000000	0.3444444444	100.00	1171
0.33	-0.67	1.00	-3051	0.0000000000	0.4222222222	100.00	1181
0.33	-0.67	1.00	-3054	0.0000000000	0.5000000000	100.00	1191
0.33	-0.67	1.00	-3058	-0.0111111111	0.5888888889	100.00	1201
0.33	-0.67	1.00	-3065	-0.0111111111	0.5888888889	100.00	1211
0.33	-0.67	1.00	-3075	-0.0111111111	0.4444444444	100.00	1221
0.33	-0.67	1.00	-3085	-0.0111111111	0.1444444444	100.00	1231
0.33	-1.67	2.00	-3097	0.0111111111	-0.2444444444	-186.00	1241
0.33	-1.67	2.00	-3103	0.0111111111	-0.5111111111	-123.00	1251
0.33	-1.67	2.00	-3093	0.0111111111	-0.5000000000	-123.00	1261
0.33	-0.67	1.00	-3069	0.0000000000	-0.2000000000	162.00	1271
0.33	-0.67	1.00	-3045	0.0000000000	0.0888888889	100.00	1281
0.33	-0.67	1.00	-3037	0.0000000000	0.2333333333	100.00	1291
0.33	-0.67	1.00	-3043	0.0000000000	0.2444444444	100.00	1301
0.33	-0.67	1.00	-3052	0.0000000000	0.2555555556	100.00	1311
0.33	-1.67	2.00	-3061	0.0111111111	0.2666666667	-186.00	1321
0.33	-1.67	2.00	-3065	0.0000000000	0.3555555556	-123.00	1331
0.33	-1.67	2.00	-3060	0.0000000000	0.4777777778	-123.00	1341
0.33	-0.67	1.00	-3037	-0.0111111111	0.6111111111	162.00	1351
0.33	-0.67	1.00	-3016	0.0000000000	0.5888888889	100.00	1361
0.33	-0.67	1.00	-3011	0.0000000000	0.3888888889	100.00	1371
0.33	-0.67	1.00	-3016	0.0000000000	0.2333333333	100.00	1381
0.33	-0.67	1.00	-3019	0.0000000000	0.2666666667	100.00	1391
0.33	-0.67	1.00	-3025	0.0000000000	0.3000000000	100.00	1401
0.33	-1.67	2.00	-3036	0.0000000000	0.2888888889	-186.00	1411
0.33	-1.67	2.00	-3041	0.0000000000	0.2666666667	-123.00	1421
0.33	-1.67	2.00	-3024	0.0000000000	0.4000000000	-123.00	1431
0.33	-0.67	1.00	-2998	0.0000000000	0.4444444444	162.00	1441
0.33	-0.67	1.00	-2978	0.0000000000	0.4222222222	100.00	1451
0.33	-0.67	1.00	-2972	0.0000000000	0.4333333333	100.00	1461
0.33	-0.67	1.00	-2974	0.0000000000	0.4666666667	100.00	1471
0.33	-0.67	1.00	-2978	0.0000000000	0.4555555556	100.00	1481
0.33	-1.67	2.00	-2982	0.0111111111	0.4777777778	-186.00	1491
0.33	-1.67	2.00	-2983	0.0000000000	0.5777777778	-123.00	1501
0.33	-1.67	2.00	-2964	0.0000000000	0.8555555556	-123.00	1511
0.33	-0.67	1.00	-2937	-0.0111111111	0.9555555556	162.00	1521
0.33	-0.67	1.00	-2915	0.0000000000	0.9222222222	100.00	1531
0.33	-0.67	1.00	-2908	0.0000000000	0.7777777778	100.00	1541
0.33	-0.67	1.00	-2909	0.0000000000	0.7000000000	100.00	1551
0.33	-0.67	1.00	-2912	0.0000000000	0.6888888889	100.00	1561
0.33	-0.67	1.00	-2917	0.0000000000	0.6777777778	100.00	1571
0.33	-0.67	1.00	-2923	-0.0111111111	0.6666666667	100.00	1581
0.33	-1.67	2.00	-2933	0.0000000000	0.5666666667	-186.00	1591
0.33	-1.67	2.00	-2939	0.0000000000	0.2777777778	-123.00	1601
0.33	-1.67	2.00	-2923	0.0111111111	0.1555555556	-123.00	1611
0.33	-0.67	1.00	-2898	0.0000000000	0.1888888889	162.00	1621
0.33	-0.67	1.00	-2879	0.0000000000	0.3222222222	100.00	1631
0.33	-0.67	1.00	-2873	0.0000000000	0.4000000000	100.00	1641
0.33	-1.67	2.00	-2872	0.0111111111	0.4444444444	-186.00	1651
0.33	-1.67	2.00	-2873	0.0111111111	0.4888888889	-123.00	1661
0.33	-1.67	2.00	-2854	0.0111111111	0.7555555556	-123.00	1671
0.33	-0.67	1.00	-2828	-0.0111111111	1.1555555556	162.00	1681
0.33	-0.67	1.00	-2805	-0.0111111111	1.4888888889	100.00	1691
0.33	-0.67	1.00	-2798	-0.0111111111	1.4000000000	100.00	1701
0.33	-0.67	1.00	-2803	0.0000000000	1.0666666667	100.00	1711
0.33	-1.67	2.00	-2811	0.0111111111	0.7555555556	-186.00	1721
0.33	-1.67	2.00	-2820	0.0111111111	0.5888888889	-123.00	1731
0.33	-1.67	2.00	-2800	0.0000000000	0.7888888889	-123.00	1741
0.33	-1.67	2.00	-2776	0.0000000000	1.0777777778	-123.00	1751
0.33	-0.67	1.00	-2750	-0.0111111111	1.1444444444	162.00	1761
0.33	-0.67	1.00	-2734	0.0000000000	1.0444444444	100.00	1771
0.33	-0.67	1.00	-2727	0.0000000000	0.8555555556	100.00	1781
0.33	-0.67	1.00	-2727	0.0000000000	0.7888888889	100.00	1791
0.33	-1.67	2.00	-2733	0.0111111111	0.7666666667	-186.00	1801
0.33	-1.67	2.00	-2733	0.0000000000	0.8666666667	-123.00	1811
0.33	-1.67	2.00	-2716	0.0000000000	1.1444444444	-123.00	1821
0.33	-0.67	1.00	-2691	-0.0111111111	1.2222222222	162.00	1831
0.33	-0.67	1.00	-2671	-0.0111111111	1.1666666667	100.00	1841
0.33	-0.67	1.00	-2665	0.0000000000	0.9555555556	100.00	1851
0.33	-1.67	2.00	-2668	0.0111111111	0.7333333333	-186.00	1861
0.33	-1.67	2.00	-2668	0.0111111111	0.6666666667	-123.00	1871
0.33	-1.67	2.00	-2648	0.0111111111	0.8666666667	-123.00	1881
0.33	-0.67	1.00	-2622	-0.0111111111	1.2333333333	162.00	1891
0.33	-0.67	1.00	-2601	-0.0111111111	1.4555555556	100.00	1901
0.33	-0.67	1.00	-2598	-0.0111111111	1.3222222222	100.00	1911
0.33	-1.67	2.00	-2602	0.0111111111	0.9888888889	-186.00	1921
0.33	-1.67	2.00	-2606	0.0111111111	0.7222222222	-123.00	1931
0.33	-1.67	2.00	-2588	0.0111111111	0.8444444444	-123.00	1941
0.33	-1.67	2.00	-2564	0.0000000000	1.1444444444	-123.00	1951
0.33	-1.67	2.00	-2538	0.0000000000	1.4444444444	-123.00	1961
0.33	-1.67	2.00	-2511	0.0000000000	1.5222222222	-123.00	1971
0.33	-0.67	1.00	-2481	0.0000000000	1.5555555556	162.00	1981
0.33	-0.67	1.00	-2454	0.0000000000	1.6444444444	100.00	1991
0.33	-0.67	1.00	-2449	0.0000000000	1.6555555556	100.00	2001
0.33	-0.67	1.00	-2453	-0.0111111111	1.6555555556	100.00	2011
0.33	-1.67	2.00	-2462	0.0000000000	1.6000000000	-186.00	2021
0.33	-1.67	2.00	-2465	0.0000000000	1.3777777778	-123.00	2031
0.33	-2.67	3.00	-2447	0.0111111111	1.3000000000	-221.00	2041
0.33	-1.67	2.00	-2412	0.0000000000	1.3888888889	128.00	2051
0.33	-0.67	1.00	-2369	-0.0111111111	1.5777777778	162.00	2061
0.33	-0.67	1.00	-2337	0.0000000000	1.6111111111	100.00	2071
0.33	-0.67	1.00	-2327	0.0000000000	1.4111111111	100.00	2081
0.33	-0.67	1.00	-2330	0.0000000000	1.3222222222	100.00	2091
0.33	-1.67	2.00	-2331	0.0111111111	1.3555555556	-186.00	2101
0.33	-1.67	2.00	-2333	0.0000000000	1.4333333333	-123.00	2111
0.33	-1.67	2.00	-2318	0.0000000000	1.6333333333	-123.00	2121
0.33	-1.67	2.00	-2295	-0.0111111111	1.7000000000	-123.00	2131
0.33	-1.67	2.00	-2270	0.0000000000	1.5777777778	-123.00	2141
0.33	-1.67	2.00	-2244	0.0111111111	1.3888888889	-123.00	2151
0.33	-1.67	2.00	-2216	0.0111111111	1.3444444444	-123.00	2161
0.33	-1.67	2.00	-2184	0.0111111111	1.5888888889	-123.00	2171
0.33	-1.67	2.00	-2155	0.0111111111	1.9333333333	-123.00	2181
0.33	-0.67	1.00	-2120	-0.0111111111	2.3444444444	162.00	2191
0.33	-0.67	1.00	-2089	-0.0111111111	2.7111111111	100.00	2201
0.33	-0.67	1.00	-2068	-0.0111111111	2.7666666667	100.00	2211
0.33	-0.67	1.00	-2064	-0.0111111111	2.5666666667	100.00	2221
0.33	-1.67	2.00	-2071	0.0000000000	2.2222222222	-186.00	2231
0.33	-1.67	2.00	-2080	0.0000000000	1.8444444444	-123.00	2241
0.33	-2.67	3.00	-2072	0.0111111111	1.6000000000	-221.00	2251
0.33	-1.67	2.00	-2040	0.0000000000	1.5888888889	128.00	2261
0.33	-1.67	2.00	-1992	0.0000000000	1.8111111111	-123.00	2271
0.33	-0.67	1.00	-1949	0.0000000000	1.9000000000	162.00	2281
0.33	-0.67	1.00	-1921	0.0000000000	1.8666666667	100.00	2291
0.33	-0.67	1.00	-1913	0.0000000000	1.7333333333	100.00	2301
0.33	-1.67	2.00	-1914	0.0111111111	1.6666666667	-186.00	2311
0.33	-1.67	2.00	-1913	0.0000000000	1.7555555556	-123.00	2321
0.33	-1.67	2.00	-1890	0.0000000000	2.1000000000	-123.00	2331
0.33	-1.67	2.00	-1866	-0.0111111111	2.2777777778	-123.00	2341
0.33	-0.67	1.00	-1840	-0.0111111111	2.2333333333	162.00	2351
0.33	-1.67	2.00	-1820	0.0000000000	1.9222222222	-186.00	2361
0.33	-1.67	2.00	-1805	0.0111111111	1.5888888889	-123.00	2371
0.33	-1.67	2.00	-1781	0.0111111111	1.5555555556	-123.00	2381
0.33	-1.67	2.00	-1751	0.0111111111	1.7888888889	-123.00	2391
0.33	-0.67	1.00	-1716	-0.0111111111	2.2000000000	162.00	2401
0.33	-0.67	1.00	-1696	-0.0111111111	2.4000000000	100.00	2411
0.33	-0.67	1.00	-1687	-0.0111111111	2.2555555556	100.00	2421
0.33	-1.67	2.00	-1687	0.0000000000	2.0000000000	-186.00	2431
0.33	-1.67	2.00	-1691	0.0111111111	1.6555555556	-123.00	2441
0.33	-2.67	3.00	-1679	0.0111111111	1.5666666667	-221.00	2451
0.33	-1.67	2.00	-1648	0.0000000000	1.7555555556	128.00	2461
0.33	-0.67	1.00	-1600	-0.0111111111	2.0111111111	162.00	2471
0.33	-0.67	1.00	-1559	-0.0111111111	2.1333333333	100.00	2481
0.33	-0.67	1.00	-1543	0.0000000000	1.9222222222	100.00	2491
0.33	-0.67	1.00	-1544	0.0000000000	1.7000000000	100.00	2501
0.33	-1.67	2.00	-1546	0.0111111111	1.5666666667	-186.00	2511
0.33	-1.67	2.00	-1551	0.0000000000	1.5111111111	-123.00	2521
0.33	-1.67	2.00	-1545	0.0000000000	1.6222222222	-123.00	2531
0.33	-2.67	3.00	-1526	0.0000000000	1.7000000000	-221.00	2541
0.33	-1.67	2.00	-1490	0.0000000000	1.7555555556	128.00	2551
0.33	-1.67	2.00	-1442	0.0111111111	1.7444444444	-123.00	2561
0.33	-1.67	2.00	-1402	0.0111111111	1.7444444444	-123.00	2571
0.33	-0.67	1.00	-1363	0.0000000000	2.0000000000	162.00	2581
0.33	-0.67	1.00	-1330	0.0000000000	2.3666666667	100.00	2591
0.33	-0.67	1.00	-1310	-0.0111111111	2.6222222222	100.00	2601
0.33	-0.67	1.00	-1310	-0.0111111111	2.6888888889	100.00	2611
0.33	-0.67	1.00	-1320	-0.0111111111	2.5000000000	100.00	2621
0.33	-1.67	2.00	-1328	-0.0111111111	2.2111111111	-186.00	2631
0.33	-2.67	3.00	-1332	0.0111111111	1.7555555556	-221.00	2641
0.33	-2.67	3.00	-1304	0.0111111111	1.5444444444	-158.00	2651
0.33	-1.67	2.00	-1251	0.0000000000	1.6777777778	128.00	2661
0.33	-0.67	1.00	-1195	0.0000000000	1.8555555556	162.00	2671
0.33	-0.67	1.00	-1163	0.0000000000	1.8666666667	100.00	2681
0.33	-0.67	1.00	-1157	0.0000000000	1.7000000000	100.00	2691
0.33	-0.67	1.00	-1158	0.0000000000	1.6777777778	100.00	2701
0.33	-1.67	2.00	-1159	0.0111111111	1.7888888889	-186.00	2711
0.33	-1.67	2.00	-1157	0.0000000000	1.8777777778	-123.00	2721
0.33	-2.67	3.00	-1142	0.0000000000	2.1000000000	-221.00	2731
0.33	-1.67	2.00	-1106	-0.0111111111	2.1888888889	128.00	2741
0.33	-0.67	1.00	-1059	-0.0111111111	2.1333333333	162.00	2751
0.33	-1.67	2.00	-1021	0.0111111111	1.9333333333	-186.00	2761
0.33	-0.67	1.00	-999	0.0000000000	1.8222222222	162.00	2771
0.33	-1.67	2.00	-987	0.0111111111	1.8888888889	-186.00	2781
0.33	-1.67	2.00	-974	0.0111111111	2.0444444444	-123.00	2791
0.33	-1.67	2.00	-951	0.0000000000	2.3000000000	-123.00	2801
0.33	-1.67	2.00	-920	0.0000000000	2.6444444444	-123.00	2811
0.33	-1.67	2.00	-888	-0.0111111111	2.8333333333	-123.00	2821
0.33	-1.67	2.00	-855	0.0000000000	2.8000000000	-123.00	2831
0.33	-0.67	1.00	-818	0.0000000000	2.6888888889	162.00	2841
0.33	-0.67	1.00	-782	-0.0111111111	2.6666666667	100.00	2851
0.33	-0.67	1.00	-762	0.0000000000	2.6333333333	100.00	2861
0.33	-1.67	2.00	-760	0.0000000000	2.5222222222	-186.00	2871
0.33	-1.67	2.00	-765	0.0000000000	2.3222222222	-123.00	2881
0.33	-2.67	3.00	-757	0.0111111111	2.1666666667	-221.00	2891
0.33	-1.67	2.00	-722	0.0000000000	2.1888888889	128.00	2901
0.33	-0.67	1.00	-674	-0.0111111111	2.3666666667	162.00	2911
0.33	-0.67	1.00	-634	-0.0111111111	2.4555555556	100.00	2921
0.33	-1.67	2.00	-621	0.0111111111	2.1888888889	-186.00	2931
0.33	-1.67	2.00	-621	0.0111111111	1.7888888889	-123.00	2941
0.33	-2.67	3.00	-610	0.0222222222	1.6888888889	-221.00	2951
0.33	-2.67	3.00	-572	0.0111111111	2.0777777778	-158.00	2961
0.33	-1.67	2.00	-510	0.0000000000	2.8222222222	128.00	2971
0.33	-0.67	1.00	-453	-0.0222222222	3.3666666667	162.00	2981
0.33	-0.67	1.00	-410	-0.0111111111	3.4777777778	100.00	2991
0.33	-0.67	1.00	-392	0.0000000000	3.1444444444	100.00	3001
0.33	-0.67	1.00	-385	0.0000000000	2.7666666667	100.00	3011
0.33	-1.67	2.00	-389	0.0000000000	2.5777777778	-186.00	3021
0.33	-1.67	2.00	-385	0.0000000000	2.6222222222	-123.00	3031
0.33	-2.67	3.00	-367	0.0000000000	2.7000000000	-221.00	3041
0.33	-2.67	3.00	-330	0.0000000000	2.6888888889	-158.00	3051
0.33	-1.67	2.00	-272	0.0000000000	2.6444444444	128.00	3061
0.33	-1.67	2.00	-219	0.0111111111	2.6000000000	-123.00	3071
0.33	-1.67	2.00	-173	0.0111111111	2.6333333333	-123.00	3081
0.33	-1.67	2.00	-139	0.0111111111	2.8000000000	-123.00	3091
0.33	-0.67	1.00	-93	0.0000000000	3.2333333333	162.00	3101
0.33	-1.67	2.00	-53	0.0000000000	3.7333333333	-186.00	3111
0.33	-1.67	2.00	-28	0.0000000000	3.9666666667	-123.00	3121
0.33	-1.67	2.00	-3	-0.0111111111	4.0444444444	-123.00	3131
0.33	-1.67	2.00	38	-0.0111111111	4.0888888889	-123.00	3141
0.33	-1.67	2.00	78	0.0000000000	3.9000000000	-123.00	3151
0.33	-1.67	2.00	117	0.0000000000	3.7333333333	-123.00	3161
0.33	-1.67	2.00	157	0.0000000000	3.6555555556	-123.00	3171
0.33	-0.67	1.00	203	-0.0111111111	3.8000000000	162.00	3181
0.33	-0.67	1.00	244	0.0000000000	3.7555555556	100.00	3191
0.33	-0.67	1.00	273	-0.0111111111	3.6111111111	100.00	3201
0.33	-0.67	1.00	287	-0.0111111111	3.5000000000	100.00	3211
0.33	-1.67	2.00	287	0.0000000000	3.2222222222	-186.00	3221
0.33	-1.67	2.00	287	0.0000000000	2.7777777778	-123.00	3231
0.33	-2.67	3.00	298	0.0111111111	2.4333333333	-221.00	3241
0.33	-2.67	3.00	332	0.0111111111	2.3888888889	-158.00	3251
0.33	-1.67	2.00	390	0.0000000000	2.5888888889	128.00	3261
0.33	-1.67	2.00	449	0.0111111111	2.7333333333	-123.00	3271
0.33	-0.67	1.00	494	0.0000000000	2.7666666667	162.00	3281
0.33	-1.67	2.00	520	0.0111111111	2.7444444444	-186.00	3291
0.33	-1.67	2.00	541	0.0111111111	2.8222222222	-123.00	3301
0.33	-1.67	2.00	574	0.0000000000	3.1777777778	-123.00	3311
0.33	-1.67	2.00	610	0.0000000000	3.5888888889	-123.00	3321
0.33	-1.67	2.00	649	-0.0111111111	3.9000000000	-123.00	3331
0.33	-0.67	1.00	688	-0.0222222222	3.9555555556	162.00	3341
0.33	-0.67	1.00	726	-0.0111111111	3.7444444444	100.00	3351
0.33	-0.67	1.00	747	-0.0111111111	3.3222222222	100.00	3361
0.33	-1.67	2.00	749	0.0111111111	2.8444444444	-186.00	3371
0.33	-1.67	2.00	746	0.0000000000	2.5222222222	-123.00	3381
0.33	-1.67	2.00	767	0.0000000000	2.5000000000	-123.00	3391
0.33	-1.67	2.00	794	0.0000000000	2.4555555556	-123.00	3401
0.33	-1.67	2.00	822	0.0000000000	2.3555555556	-123.00	3411
0.33	-2.67	3.00	851	0.0111111111	2.2555555556	-221.00	3421
0.33	-2.67	3.00	893	0.0222222222	2.2888888889	-158.00	3431
0.33	-1.67	2.00	954	0.0111111111	2.5222222222	128.00	3441
0.33	-0.67	1.00	1010	0.0000000000	2.9111111111	162.00	3451
0.33	-0.67	1.00	1052	-0.0111111111	3.3666666667	100.00	3461
0.33	-1.67	2.00	1064	0.0000000000	3.5333333333	-186.00	3471
0.33	-1.67	2.00	1067	0.0000000000	3.3333333333	-123.00	3481
0.33	-2.67	3.00	1094	0.0111111111	3.3333333333	-221.00	3491
0.33	-1.67	2.00	1137	0.0000000000	3.4888888889	128.00	3501
0.33	-1.67	2.00	1186	-0.0111111111	3.7111111111	-123.00	3511
0.33	-1.67	2.00	1223	-0.0111111111	3.6555555556	-123.00	3521
0.33	-1.67	2.00	1264	0.0000000000	3.4555555556	-123.00	3531
0.33	-1.67	2.00	1306	0.0111111111	3.2888888889	-123.00	3541
0.33	-0.67	1.00	1351	0.0000000000	3.3222222222	162.00	3551
0.33	-1.67	2.00	1386	0.0000000000	3.5666666667	-186.00	3561
0.33	-1.67	2.00	1411	0.0000000000	3.8333333333	-123.00	3571
0.33	-1.67	2.00	1443	-0.0111111111	3.8666666667	-123.00	3581
0.33	-1.67	2.00	1481	0.0000000000	3.8222222222	-123.00	3591
0.33	-1.67	2.00	1522	0.0000000000	3.7333333333	-123.00	3601
0.33	-1.67	2.00	1562	0.0000000000	3.7777777778	-123.00	3611
